Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
27.19097777981612 78.04608215637052,27.18441521934178 77.97367024439745,,27.17247220379022 78.00427239253963,27.225717823039947 77.97806313283584,27.19041676228866 77.92351390726957
27.20025314013198 78.02179918256498,27.16731797487135 78.02999850566029,,27.190307729572933 78.06501517069621,27.131797432401754 78.01444237583381,27.186840398278704 77.95430055145896
27.233475976130766 78.037029708184,27.242005027239244 77.95013116077521,,27.24677519795489 78.03428890513095,27.181335804006054 78.04650005837341,27.243812957727208 77.9497671147221
27.12446872980345 77.98842485338506,27.23559571266158 78.01760835437788,,27.193473940548916 77.97861297540473,27.139136518472522 78.02874328279256,27.243068843213376 78.01317938687421
27.221073017550562 77.98039387362378,27.229519438644942 77.95337052129601,,27.144594408550823 78.02407953610842,27.207359926418594 78.02781501454135,27.1840369249651 77.9714488380105
27.158325145795196 78.06017369416352,27.213841070438978 78.0259372149351,,27.24450031720551 77.9865452748666,27.230842046497592 77.94611519436533,27.17558640674905 77.95973511558759
27.18626802052558 78.05247483214808,27.169976828670357 77.98912914662937,,27.242781724983235 77.98737680359586,27.12507748615129 78.03349496127183,27.155049383484645 77.97670072985004
27.232194758158165 77.89297895898578,27.237192460764508 77.96943049922127,,27.142056445592047 78.07504639464466,27.19337738728864 78.00905327084145,27.144458590434095 78.01345705787459
27.21744571168343 78.01736973589662,27.205353790308283 78.037231214801,,27.134990007315576 78.03122030678382,27.188560543969604 78.03236926927993,27.226024982552254 77.93177542732515
27.15541712686632 78.00934218526136,27.189168121544263 77.93003764746446,,27.148697890296088 78.02254388024657,27.136597849155656 78.01716909018359,27.235126133480648 77.90054273797405
,,,,27.130274910193066 78.04443372789665,
27.196365753088934 77.98457780163346,27.171966164420684 78.06259389708704,,27.235910167070873 77.90641368024023,27.206751567001334 77.9936575995583,27.13198048119776 78.02861792733938
27.21749270490492 77.94331343433197,27.225198131916013 77.89848412564817,,27.179468762997235 78.05840986703441,27.242835663494454 78.02414523255611,27.16105589297314 78.01373920049699
27.196770341128605 77.97785850967323,27.181145728497906 78.00216265826401,,27.245147068512463 78.04900255975458,27.21406907449652 78.03040042137772,27.15535192152931 78.00997276731493
27.205226147431432 78.05755958076776,27.23980501932822 77.91555613789349,,27.1139029045438 78.02183039364458,27.243813065500923 77.98359697721362,27.15960692918523 77.9634350066569
27.137275380875753 78.0207315150161,27.19680994440483 77.92653573690086,,27.173163345412252 77.97264830164784,27.19052210037507 78.02311800769533,27.184915425129347 77.94861606602147
27.17697828190729 77.95946029394517,27.14324434887926 77.98866168082056,,27.22170412864326 77.94759845603767,27.154560174280963 77.9934343475882,27.209017617257555 77.96613084867548
27.1183733375357 78.01368820931683,27.179745332387128 77.97299674652756,,27.19748125077043 77.9581012702866,27.201095125710502 77.98833917011312,27.198002774615798 77.93842764890877
27.23397042236113 77.94186423604242,27.208004690166 77.94570139210171,,27.235755100514815 78.01525218242173,27.131727441653403 78.03999655909968,27.185726739849546 78.0369336921457
27.179538366205932 77.94774889180451,27.16674291813438 78.06991672380853,,27.198005481149988 78.04145926982801,27.143499503331913 78.00670711009134,27.18799028519696 77.9787425814099
27.16920550500727 78.03220147888722,27.245680723968796 78.03180922422754,,27.21347931442601 78.01491065398734,27.220611457016567 77.96153272879975,27.129890056136734 78.02089258495556
27.14359891856031 78.00494080171167,27.21402828324199 77.94178863324949,,27.242336993614018 78.03895252230986,27.168121885812432 77.95355457483205,27.238580709539644 77.99302772599953
27.213431042809752 77.91846218334359,27.21731673405722 78.04198359999457,,27.223447800251442 77.97945772786949,27.122399200815078 78.00469796113514,27.225377810342117 78.04764650289762
27.1505577063454 78.01905316890489,27.21441774853353 77.974337847974,,27.23626367633314 78.01925962469439,27.202737890577172 77.97083668554754,27.141826619740108 78.00312158428304
27.212573477382612 77.93419144040502,27.160185881248815 78.06840145764627,,,27.223617938947122 78.0128732987982,27.154833978498495 78.01071844724132
27.171946716168996 77.97093852738571,27.240218387511558 78.01368584152031,,,27.233891989156984 77.88396822222887,27.207135149831593 77.98015546395732
27.183449505243896 77.94587142345327,27.202779512617145 78.01984462412948,,,27.12800922204857 78.02668214380522,27.21622467016691 78.00963020170704
27.20658574818798 78.00894175056848,27.223824347083344 77.9321262050063,,,27.166888048210396 78.00645373828272,27.18499783623894 78.04946847390859
27.15697708121944 77.9672789526094,27.17860477414519 77.95835600392788,,,27.194846864279846 78.03488545790447,27.164840106100204 77.98667944017944
27.14893782813969 78.07135713601923,27.200425061622756 77.99570212730289,,,27.173571322016848 77.97908807849521,27.15338189300955 78.0681080320129
27.191689327005097 77.9918854453666,27.209261021444494 78.01133965756027,,,27.139936884066895 78.0451848179509,27.23298968114276 78.04534798845008
27.15286166182302 77.9862665079016,27.240676102489555 77.92417923955259,,,27.155581524823255 78.07347888811996,27.20153528073649 78.00964862608716
27.14091979328595 78.01842560296197,27.17380927270992 78.00737562768097,,,27.202844227662247 77.96210752466513,27.220050273461467 77.97489974579756
27.209368631296215 78.03173171387772,27.192613403502676 78.0470962993728,,,27.162197035404038 77.99913763303479,27.219149365822172 78.04091704026168
27.187832050515617 77.98324585246323,27.14512915224507 78.0431991451785,,,27.17688694743017 77.95762712102118,27.14226978711531 77.98862488921036
27.23258819061571 77.99459024134356,27.160050174670854 77.99603600637428,,,27.171577993025853 78.0661306457292,27.14904912518531 77.97639979013928
27.16148828513039 78.0162534566239,27.24316162287369 77.96347914462963,,,27.12399522472544 78.00841912342572,27.159682329279363 78.0397296762507
27.22641962928109 77.97543181115803,27.16470810721294 78.06782110486897,,,27.150511326336026 77.96788459927701,27.139515008203396 77.98674252642816
27.20676248041802 77.92859109256018,27.17289764682977 78.02754505959875,,,27.186049055688645 78.01524889259392,27.225109194027507 78.05675309482551
27.189409764363273 78.00791341851051,27.205226076679157 78.05702813663622,,,27.2304502974862 77.88675476350126,27.164946013516342 77.96983142633779
27.23826026741924 78.02190478704841,27.18282571381128 78.00663158455151,,,27.156370411416404 78.01993714019828,27.203643905535426 77.96637552147735
27.178833935983082 77.96788219140065,27.2496904056439 78.02342718275285,,,27.21639922445319 77.92335087767955,27.210261791556455 78.01511618585734
27.17985736870892 77.98625790554648,27.23658306152424 77.89073363989242,,,27.132184796995368 78.00896144946714,27.16829792718539 77.95116455977546
27.134637558162925 78.04401193076393,27.145179141922398 77.97889414890211,,,27.229341333088097 78.01711865168367,27.22886310424665 77.99626956561933
27.16654350184541 77.95072694141402,27.164491612014096 78.03668680066401,,,27.14653599428022 78.03323754506533,27.146854409228435 78.01846024244686
27.16028443869236 77.9566843026361,27.157995773593022 78.0385075912442,,,27.157261870709547 78.01646798654251,27.206961292933194 78.04843492539261
27.16800444667448 78.05039799265144,27.14527277133976 78.04626630531313,,,27.18935530762001 77.98617244784964,27.23375169045954 77.98313389589474
27.163696019913996 78.0580959234914,27.241804099190567 77.96354561927049,,,27.18094996377192 78.05035396205737,27.132447008393463 78.0413903248553
27.11109021175381 78.01903303872373,27.168302564985087 78.00485463421663,,,27.248069629620446 77.99408175753068,27.22709442860169 77.98013045607017
27.15681267667075 77.9753170613259,27.184126653120405 77.93506665085421,,,27.216691257049092 78.02136751155143,27.161732623839363 77.98903337857
27.203563663144312 77.9960870939696,27.24463609274687 78.0088605168802,,,27.129800477848217 78.04838618322346,27.22420294591804 77.92394481085913
27.23099581823569 77.89805330429235,27.179382016187198 78.04058499508915,,,27.20886062242635 78.003097271456,27.10905322128072 78.01391027638603
27.23003986845332 77.91533515161217,27.226124814625106 77.90524494680317,,,27.2083120684921 78.04452084200216,27.230134029551245 77.9180018039046
27.10547810222499 78.01323482050479,27.160292435070357 78.06581193504705,,,27.178692320806114 77.94552370758375,27.195945332346376 78.02791306666809
27.221135003992423 77.97844042688635,27.239426123324133 78.00464903991795,,,27.154322672409368 78.00768838584291,27.21160889793497 77.95026305448846
27.20264145129493 78.02235837038411,27.17080691143886 78.02695599690671,,,27.191021156260668 77.92741241906045,27.122460113570874 78.00491230612421
27.148872275347255 77.98705848527231,27.243166392541443 78.02229442941666,,,27.140405248147385 78.03287991257618,27.17293027218133 77.95854760690142
27.238530841437417 78.02559677984057,27.22730886303401 77.98656732376588,,,27.178711527952796 77.93543104475945,27.204939543487995 77.9272491503967
27.15024029818351 78.03532123034469,27.12216500976489 78.03737501276008,,,27.25036484783871 78.03287986201778,27.208801862495665 77.95912303312323
27.176628242004853 77.95410956211302,27.12753474204366 77.98088777567256,,,27.216581188241125 77.93096738378146,27.143128071338666 78.06630873382959
27.166833163819724 77.95953129526501,27.190202251440212 77.92763983045528,,,27.148161107674007 77.96238235006405,27.16605969187817 78.04641448752336
27.232110259231245 77.91134320501078,27.1750257608412 77.95183687853036,,,27.162154375813817 77.9554472927815,27.205805439943934 77.97737589426244
27.209781411926148 77.976054408017,27.165317676000697 77.99343915367386,,,27.153275527023627 78.00824495975903,27.227245101908835 77.96452363548283
27.145846394956568 78.00056265069279,27.23619649886739 77.91496623971068,,,27.202086860442382 77.9988692127242,27.15471373385847 78.0417241496689
27.120309873319016 78.01488997062307,27.243017667412392 77.97862998126736,,,27.119851234565502 78.03060365526017,27.11825960484349 78.02068623479543
27.20820983484361 77.98502799379331,27.231164216133983 77.89719176919415,,,27.23877840017289 77.94347941189199,27.147986571593933 78.0475685510833
27.22972414124398 77.96546470572777,27.193762048772246 77.96643396553266,,,27.161563559255576 78.06121608327636,27.228127388136016 77.99834072807836
27.226175267360038 78.0306509716778,27.215485925918262 77.9479732574579,,,27.2034709247252 77.9382603157088,27.125887825170146 78.04180906987193
27.175163637371217 77.97446374037072,27.189011029840522 78.01898255646095,,,27.177690580364715 78.02110747437419,27.209062303691145 77.94908433724194
27.183350842700964 77.94662004244272,27.15650004517235 77.97928716842046,,,27.207381501417057 78.02908872162344,27.20985296689345 77.98364770019163
27.248891037340215 78.02542398681179,27.226941811823632 77.90089092099738,,,27.16874034074528 78.04331005884258,27.21594900874152 77.91785182240275
27.175567166809756 78.05017871108407,27.23303804897046 77.88971753257171,,,27.185762651459797 77.98195747064052,27.15143465964247 77.9806232814862
27.140256294508546 78.03900917848937,27.162975426046373 78.0627276302719,,,27.213447794719844 77.95095840387236,27.14816957598133 78.01024916016443
27.191152627428973 77.98054375987692,27.246551124129454 77.98479704126494,,,27.153743989675164 77.98942264842012,27.136014370206397 77.98784537705686
27.208433543767242 78.0210941441143,27.234649774922026 77.9857309037717,,,27.160570929353362 78.07330853519383,27.207798524427975 78.00817331744743
27.24265774550913 77.93882773162522,27.19784803758216 77.99340203777948,,,27.235156747347713 77.90154065409402,27.20568118087895 78.04406778608495
27.239475878706777 77.92487318704694,27.192207290728934 78.0038833114263,,,27.160378012054956 78.0405003064912,27.166507190541154 78.02703204911626
27.149973391174296 77.96102306154036,27.19883701783336 77.99673380044277,,,27.218338471969457 77.96468390098146,27.21013835364664 77.95293699479916
27.204335123765965 77.933360403932,27.235031984649474 77.95455394867155,,,27.205293697949102 77.9353039299969,27.195044299223547 78.05801698794855
27.235602959500415 77.90253297092524,27.218763267789686 78.01344019963305,,,27.201934383531817 77.95161230525395,27.166723461131312 78.06231417331043
27.110858089638423 78.00521895819534,27.152486681503547 78.05620864037701,,,27.22816381833799 77.96339949292336,27.162714995538355 77.95425459430555
27.15426440012131 77.97603277389709,27.23604889154445 77.95618283848498,,,27.178037012414137 78.01842758485155,27.169034761175464 78.04206235340621
27.222720621801347 77.89702768931419,27.161371181349143 77.95868323157524,,,27.244249684637005 78.02555314669245,27.17337713653751 78.0281838502526
27.224398937266653 78.00622547998356,27.15673080542507 78.01089414594323,,,27.242973822421263 78.03816513083366,27.13375548924237 78.02403728524962
27.154675295398267 78.06753375491807,27.176866958156392 77.95902307511932,,,27.13898274447098 78.03967636883186,27.18184241670149 77.94474388649724
27.187070460425343 77.99226221697775,27.24196754680586 78.00711981339312,,,27.216401838759243 78.03288677932926,27.19079637443835 77.98426666232643
27.220926295957657 77.99000749964685,27.15647379411735 78.0593531039153,,,27.22421574653197 78.017877716302,27.174751433017068 78.05760585748092
27.24896448852305 78.04321545397576,27.241280244396265 78.01872606885757,,,27.15836164523891 78.06374292048385,27.198277817632093 77.97743138703326
27.172276030722962 77.98393960762888,27.236574914404006 78.00178310136413,,,27.19917217083811 78.00996750269732,27.175498769789336 77.96821557353663
27.213326405175952 77.95979199026473,27.110129846754365 78.00214034380237,,,27.1506869856092 78.05615415185008,27.13692014344966 78.0556065051153
27.12570169749836 78.01508854070445,27.124190298447978 77.99048871124786,,,27.15834342477249 77.96250789327698,27.121264964160382 78.01526858030613
27.14265878772182 77.99180175168505,27.192639220105125 77.9644483629029,,,27.222110326814832 78.05130965106052,27.191230567528397 77.9994609880167
27.16406076301987 78.03494394950799,27.162747724693894 77.95412950709084,,,27.143155966911397 77.97683804753713,27.202374779069174 78.00189864280138
27.22161578436994 77.8964454900088,27.178400852581035 78.0301030967128,,,27.166174968326498 78.03728321135704,27.206247145592425 78.04771609112593
27.1517052826376 78.05455883129639,27.15904958135945 78.0273701265693,,,27.169015451018232 77.95416056515003,27.149970499632392 78.06181075929236
27.155069928773816 77.97773753478361,27.180675222258508 77.97223612137749,,,27.24190864640632 77.97211681352624,27.1682252967585 77.97212745215535
27.12063546875194 78.01736683048307,27.208485908871257 78.0104465175264,,,27.12776954327632 78.01526354679973,27.19822840302658 77.99083703540114
27.19425675983191 78.02151218757798,27.185133066551156 78.00076512502858,,,27.18612392161323 77.99993205043192,27.220248991053502 77.92006922503087
27.227764185816543 77.90039674081686,27.188762559589282 77.93484982734404,,,27.204161871591154 78.0127819883273,27.242327692340975 78.04434181325932
27.144861226625373 78.04483824602298,27.21326851728653 77.93723657419143,,,27.136265297861392 77.97936032042257,27.156868665145854 77.98413602498597
27.23529789756894 78.02464293665761,27.232785531912263 77.98596417811414,,,27.227079774013845 78.00305697058718,27.211390849004516 78.04825262106155
27.162101786360502 77.9609016441223,27.24082080000805 78.05042236262906,,,27.16609971886656 77.94954701859353,27.181654258745784 77.95740801373454
27.110373913029395 78.02367905474524,27.206314803590562 77.93753891409862,,,27.10826680069951 78.01183399807941,27.23692317185849 77.9187387963956
27.1556035900285 77.98363510058722,27.231422303888284 77.89658641653295,,,27.190948129259155 77.99223979460479,27.185089074164576 78.02938596793975
27.236061416616465 78.04281203909606,27.209069449287966 77.94794049149242,,,27.187451260977536 77.97285594403768,27.198021382798746 77.97714020075922
27.210318827794868 78.01994171656966,27.24610933354202 77.98538370458361,,,27.1113362998186 78.0025899583917,27.17670201774085 78.00959538492239
27.156840359632 77.97451823485406,27.23389912048268 77.8999291190018,,,27.13827253611299 78.0342303074189,27.16426342768969 77.95101858900239
27.2484800468504 78.03852076500775,27.155851925629634 77.97999905221755,,,27.14371968285587 78.0058877652729,27.196591067133863 78.02306663639366
27.236281383851775 77.97926950530912,27.222223933902054 77.99068756500996,,,27.182559409006778 78.06060478394215,27.158766185355738 78.02885668281088
27.214456194884 77.96171344214471,27.13577962586656 78.02082344755286,,,27.144478807262015 77.99688643544418,27.226243119193043 77.91244445603125
27.196139282085962 77.93201138785973,27.20015634391218 77.97064283412752,,,27.20471942242631 77.99914873633368,27.15399001040288 78.00820881595514
27.119345092279666 78.0225098597279,27.148371824889725 78.0230688703985,,,27.237522680306885 78.01966390432773,27.219396335425234 77.9921348026401
27.115636745745824 77.99257861120613,27.12797947374599 78.02320694808922,,,27.200909216015805 77.99628355390048,27.12668737637649 78.04519096760525
27.116712102570485 77.99428819871248,27.188063216720852 78.04133416385613,,,27.167019471580552 77.99147553735256,27.175487389762342 77.96251035917851
27.18652564297048 78.0520883226267,27.225876001187295 77.94587370006293,,,27.179456973155833 77.93217155301562,27.224178600253182 77.97394259017906
27.107526556889326 78.01212945927755,27.14386722804879 78.07304378632315,,,27.14342368388081 77.99313026394304,27.23998041869686 78.00559702434445
27.24731757565062 78.0012035752635,27.20935970660777 78.02717557909892,,,27.140091580887898 78.06472284374946,27.221528181267175 78.00763796092397
27.17967834747965 77.95350481547317,27.222161356619356 77.9345234352538,,,27.200035772733102 77.92955320971807,27.229564312827367 77.99521451121853
27.173598904139872 78.00264301151866,27.168805945775887 77.9534791939124,,,27.17683274707329 78.07011902987263,27.180864263980084 77.99275326763215
27.157196076753166 78.04139027350256,27.190859146852628 78.01147066370036,,,27.138596614422017 78.06021807267449,27.230959107997414 77.90522662146836
27.23512026858013 78.00107323318527,27.17533240814764 77.95358749818988,,,27.17192366583074 77.95291455791842,27.15956539491076 78.05032364070738
27.169678934836927 77.99886667872109,27.14857625839437 77.99014012747911,,,27.18233537059105 77.93617424564103,27.135037907696244 78.05417278617149
27.12613907359443 78.04826735366959,27.216717630603856 77.97395917074212,,,27.21685955207274 77.9473988807818,27.122064242040963 78.01588664751706
27.149245241873622 78.03336393877579,27.216281525186517 77.94898029420658,,,27.235881630697527 77.89945038255868,27.178024749552403 77.9678033071587
27.2288403097908 78.0260550723572,27.2202679244226 77.9567498615174,,,27.153698068951755 77.98151987143234,27.15248524435128 77.9835266376812
27.231186365081967 77.9644399713278,27.146116242373925 77.96611609120295,,,27.14477553742349 78.05171212115509,27.232016257249878 77.9520344442437
27.127731919548125 78.0299765936114,27.20801038026501 78.02882270243119,,,27.13121907913464 77.97969140680641,27.239572697024613 78.03620035220771
27.192563336883865 77.99576326078777,27.152572746937327 78.00509835937008,,,27.15290116092138 77.98925271904649,27.215345344190286 77.99120751911326
27.237300503728623 78.04756494996289,27.164429637407384 78.05799017731498,,,27.24168510618766 77.96067228942469,27.140737301420433 77.99789995167465
27.175923987003085 77.96980592564336,27.154428987561175 78.05723532909052,,,27.22848713514669 77.94156583229325,27.219312343213822 78.04293915016193
27.159101792285707 77.95340560714949,27.13501445993531 78.01235835639983,,,27.221814015872216 77.94121503463666,27.19406518419323 77.92891810946149
27.17027535476346 78.01732894177319,27.13824506652218 78.05066036924414,,,27.119186670680385 78.02948668792057,27.14750642762286 77.96952660324988
27.177828720699708 78.00455123548177,27.20635900410828 77.96641163784423,,,27.20027022844245 78.03486099263102,27.163763311736457 78.03621400822196
27.197999427439104 77.97775398644738,27.13565019314967 78.02561212029899,,,27.147916784847023 77.98372447815127,27.228464876584585 78.00913754489784
27.15379348840312 77.9767331346666,27.151734496836266 78.07715025241964,,,27.13029944179065 77.99821701063983,27.206056635014253 77.96001631674834
27.223984761949236 78.03867398426999,27.17508910232651 77.98293047245954,,,27.160755460015746 77.98995124523117,27.243426995410896 77.94797852725354
27.197344102001775 77.92876888847329,27.163891194324865 77.95461586599187,,,27.188489806319275 78.018865261236,27.224224720575847 77.95993744954838
27.15597737626395 77.99126308794744,27.158317202768707 77.97492190418141,,,27.164014312484063 77.95987737263965,27.24341234428386 78.0473804626459
27.216606830131216 78.02996405696018,27.192646398269062 78.00553573099405,,,27.211865443940987 77.98132163773116,27.224079619530254 77.90660561046957
27.139856881789907 78.03952844923104,27.213036326106486 77.99873886020997,,,27.173216742974272 77.96347957884758,27.221622120561452 78.00200948169739
27.1586132421659 78.04780897186399,27.21278713680983 77.94445006588477,,,27.20505438116051 78.04503729814795,27.19084137668485 77.99245401713311
27.207905406343624 77.93432592214026,27.213014352602265 77.91270194026117,,,27.237052724812578 77.92006780843798,27.244833349782848 77.99839632912034
27.2413556518815 78.0361267069092,27.183293011033996 77.95812339128585,,,27.122528735368018 78.0257407566369,27.179994575607214 78.02678129257271
27.13903887537348 78.01252759724153,27.220978433863067 78.04482299981807,,,27.22990466770863 77.98270314119392,27.220409969075966 78.03009280242476
27.213321920454064 78.05062353282625,27.23001677736082 77.8865806167487,,,27.186555101291233 77.98434921014669,27.146745011478114 77.98400562109728
27.169138028674617 77.95725979758217,27.20841203482026 78.0510573835902,,,27.224345664999014 77.9324107271536,27.160697429252362 78.04689584551204
27.146741646336327 78.00722073991588,27.236215513125725 77.94869728577834,,,27.137862821557285 78.03325636803108,27.166955880556728 78.03965856972239
27.150422618471232 78.00661289552907,27.198529802375948 78.04442502697947,,,27.218079126247513 78.04973452140378,27.22210332099707 77.89987547287582
27.23363005881734 77.98315949114433,27.22531049215352 77.96424912595485,,,27.10083802714494 78.00733248168488,27.165876536881093 78.01274126458435
27.15178814327762 77.97246475072515,27.23845506406075 77.91876512634164,,,27.131843049534716 78.05044598697954,27.232102067560913 77.90108714828162
27.18491611741639 77.98729993093029,27.138428426767007 78.01593807198361,,,27.186478783301023 78.02840598304054,27.15070990253644 78.01119459764232
27.181573632799434 78.03733870064724,27.24389754292567 78.04559468901626,,,27.231730306512215 77.90036066117977,27.20810941814201 77.98546165216365
27.16614125426939 77.95188961474827,27.1993788807487 77.99057536004726,,,27.12834119444462 78.0241738585201,27.147713920654294 77.99125956598391
27.130375049032114 77.98371722411912,27.184745045381977 78.06439807637211,,,27.16502804607306 78.06227476380636,27.14328547455218 77.98540923776103
27.14654327467068 78.08050404179707,27.213157502910992 77.95415338498827,,,27.22723404862905 77.94217587204767,27.219137700741946 78.04228397311834
27.127404544695892 78.02507780479996,27.134866734781678 78.00078053588537,,,27.22207518074166 78.01991203057459,27.212158031433457 77.93325237734325
27.22598936588611 78.03173999969329,27.176363854859932 77.98491966118688,,,27.19318363820777 77.9902093281683,27.215374228609814 78.04010799039568
27.158884301385864 77.96937584233142,27.167907245833216 77.9680937450105,,,27.13384985495822 78.04028265065314,27.11520250750274 78.03285176301236
27.232202842964604 78.03041362868129,27.19406633599368 78.00794868434954,,,27.177918520287914 77.93458668688879,27.137885813457356 78.05779911951166
27.237125511469298 77.8918550651243,27.20974645486215 78.0552006126283,,,27.174326449276496 78.04291981060824,27.233680791167515 77.89607065796775
27.23071790184895 77.94433347675432,27.136899864450672 78.05539080472768,,,27.236653445394115 78.05026957255271,27.230950483912082 77.99590373174708
27.215094461407226 77.92458188472106,27.163673461649715 77.99134713602884,,,27.121190424420156 77.98797167268759,27.225370998746822 77.98581566683352
27.21421471604238 78.03252901130793,27.21091769545227 78.00833891635398,,,27.1886330062373 78.04124681383458,27.238010193386536 78.02532304086516
27.13242168146498 78.03495395100724,27.218132312259513 77.93139242686506,,,27.20547287374032 77.99616871355305,27.172372867343224 78.05038942229733
27.241314563236955 78.04570946869023,27.204634877854662 77.9946759632147,,,27.139048874279467 77.98339575358125,27.210349471062038 78.02028418466864
27.14996827810712 78.06652849830934,27.20954974265748 78.03807031823247,,,27.229867897708665 77.92837202483179,27.145465324515506 77.99894724105866
27.157440746808593 78.03243904082674,27.179959453544427 77.97922136030688,,,27.149735738510707 78.07359058677217,27.188548954614937 77.94458309754742
27.235360191817787 78.03048462078081,27.15993830895092 77.957336518053,,,27.20169615566965 78.0249230674001,27.210178080645484 78.02413066652338
27.17636084385913 78.02100974018147,27.160330299491918 77.96443425279867,,,27.16490699371249 77.98458430445389,27.176043264245425 78.01942120848284
27.188747730609858 78.0350311989168,27.20326662166945 78.02116303551875,,,27.220535746351484 77.9127076031292,27.218576389596166 77.96080881847877
27.14281262596688 78.05169646435199,27.190419056970036 77.96604633464398,,,27.132670375355808 77.98367559483388,27.20142485905494 77.9676882453025
27.167116843054885 77.9662105025607,27.21124016977907 78.00014444336145,,,27.20966656754368 77.95474888853332,27.19235306659102 77.9294599325364
27.229639129025074 78.00907484042395,27.14075233494256 78.0421985389815,,,27.137958726151766 78.02561793124747,27.18960524146012 77.96041847651531
27.217951145869968 77.93893016961191,27.167744286831336 78.0066395914684,,,27.189608929197398 77.95251512864604,27.13141815064119 78.04734655575032
27.22429089147649 78.02287106354173,27.186579943618643 78.05930674174782,,,27.178013784382408 77.9693019938959,27.10345697375328 78.01314374341784
27.213972242185847 77.97805174906857,27.134430440085634 77.97647914043937,,,27.145721649239764 78.0613850022533,27.18733478741534 78.05391922690485
27.174847092493394 78.00060853104357,27.14426200481363 78.02485091388888,,,27.176256807781932 77.9940927929795,27.17877892835529 77.93528383933042
27.218143970725162 78.02355287125539,27.239845180651866 77.96868315112519,,,27.234482951526818 77.99351166834002,27.219426000591213 77.91025512539944
27.166880858574512 77.9918711897306,27.186937867295313 77.9542715030287,,,27.226229536065162 78.01358118467465,27.14745782277881 77.9960510512755
27.22018052073187 78.01268056255486,27.233388564396677 77.91765709914003,,,27.231163949762216 77.92220562883429,27.199785535568274 78.05536634565325
27.25180520775986 78.03131302950693,27.17964398503426 78.03290069719193,,,27.150567911182517 78.01170151196314,27.177651682955197 77.99168935258587
27.228394838409915 77.91719054227167,27.18532473854868 78.06211510072276,,,27.189491876273564 78.06263886734692,27.113971025245018 78.02431243655955
27.23640374887029 77.91888387087745,27.217014376071685 77.98458998244489,,,27.187033850234496 78.0570399131881,27.166889362146552 78.0577553351361
27.211500221368397 77.93480325667196,27.1105152636505 77.9971481157502,,,27.113611107709442 77.99341503475114,27.158666506003673 78.00541676923302
27.20873330364617 77.95303242736817,27.21340582854884 78.01911079998678,,,27.187176179431027 78.04075708160767,27.185276391973666 78.06374066335913
27.228343895615108 78.0081654485558,27.22833554707212 77.98833746789386,,,27.221402331467733 77.9098626195307,27.17416746995805 77.97255570366845
27.202715766458795 77.98681833947953,27.231350276316796 77.91183959448605,,,27.159095729355116 77.99732314663135,27.218819563852232 78.04699240918339
27.16386756787433 78.06172270957804,27.15374697851342 78.05335550169329,,,27.195595977038533 78.00237565810583,27.217962114362553 78.0372288957934
27.219108364337387 77.90834327298771,27.231469845903916 78.0151129038925,,,27.225650522911284 77.9571037194105,27.228227191132184 77.94814025775581
27.143636573750502 78.05402370578753,27.20107129046106 77.97434149332223,,,27.176625079837088 77.9949287952221,27.21712547827495 77.96263771307642
27.241459367712906 77.9609344697611,27.24060698373007 78.05052796187915,,,27.165442531980855 78.02991829468007,27.17497530532987 77.9771273853218
27.15852892311484 77.9965137831702,27.169410880180713 78.03969443875465,,,27.222413352314906 77.9671158558415,27.1763138612447 77.99523124337068
27.199649045247185 77.98769968909876,27.196857970145725 77.9296502773446,,,27.192974839582135 78.0222744540177,27.2408107884451 77.95449323630217
27.193178577507076 77.98465413014763,27.194668868572087 78.0202874474744,,,27.23858828297472 77.94172822194425,27.216887791783194 78.05099022778775
27.131154973165934 78.03693566463625,27.12014122929648 78.01430342767901,,,27.132948422558506 78.02983413208433,27.15930952719866 78.01748428797991
27.243252279678057 77.98748754231775,27.2368229311469 77.99909126954593,,,27.24450059806588 77.9699859514101,27.21613457347514 77.9064468878702
27.139414859267298 78.06208058269618,27.22569744171672 78.0551758043498,,,27.12300565591052 77.98946030366616,27.218803988692006 77.92775757231712
27.221522780149197 78.01368362334944,27.16276884071236 77.96016864206806,,,27.232312899655707 77.9153522125244,27.249430085561738 78.04861950301253
27.12826039664835 77.99015382526673,27.208321351928866 78.05427006679321,,,27.21239763256814 78.01381830668456,27.132676831775118 78.03262190075115
27.1912786890532 78.03487067735797,27.232018467308688 77.8865925246514,,,27.23897957058632 77.94530022507841,27.218528427186968 78.00359897690105
27.145926885315824 78.06122599154084,27.147745303414922 77.98460523051577,,,27.196619767868995 77.95349824246206,27.238364150681104 77.98175513896318
27.163745794111463 78.04112471128532,27.159146976597917 77.96299783750982,,,27.247656102859132 77.99570604003281,27.223442294471788 78.029825129233
27.181424491117777 77.96250508538773,27.191411938244617 78.0034180631423,,,27.183934030365666 78.02913486015144,27.21479403324544 77.93260706368737
27.21766653904565 77.98982044364871,27.118237298823914 78.01296310037462,,,27.220062403841354 77.98645001358825,27.22620362580435 77.94519500913893
27.216542838467763 77.92625972040747,27.197669216352587 78.02527508312566,,,27.23592598402764 77.99190728632904,27.16097890011872 77.9634221786523
27.2359015377488 77.8985471824879,27.204239240171766 77.9246103784827,,,27.144046770390478 77.96768771092663,27.14198593822283 78.03078593191943
27.13981618031831 78.00111279749034,27.236617733153018 77.99922625078402,,,27.141833952851545 78.03001218291001,27.224692573666438 77.91418103790016
