Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
26.431359782499694 74.68097091792525,26.419796235989566 74.61370226759412,26.453981438018847 74.622191210937,26.491313340952306 74.62100970524489,26.427705317013036 74.62750059973347,26.4308553848107 74.63781347817607
26.4933236442846 74.61337485424473,26.50761028686402 74.65375791783568,26.404295028995044 74.65778928230641,26.431680779787047 74.59502801357196,26.439781052441113 74.61449814706474,26.447150221330233 74.6424158287443
26.463251898760614 74.68264461160473,26.469751700910052 74.63576778649556,26.495067155431105 74.6472248767579,26.42822805652526 74.6150915117754,26.41546293386387 74.64616272873724,26.45139110597824 74.68841834226147
26.475467701828478 74.6653177595035,26.44792220162647 74.61814941319119,26.470903745601376 74.6718724900889,26.443997451918314 74.60883178449473,26.403279093310204 74.65402941947245,26.447987117392962 74.64444403870202
26.43895474653334 74.62075404642158,26.416660471635424 74.61252274010113,26.4407544330241 74.6852625167222,26.476624532612384 74.67620899576283,26.417685168665745 74.61910073272585,26.44742228545241 74.62145519165684
26.4756308699357 74.60559204530401,26.439220463121426 74.59664178519633,26.47991917939791 74.62904030234473,26.433479886448257 74.64203728599065,26.471264898752118 74.63542508369318,26.49353141451302 74.63258545298487
26.45313879485457 74.6209495973477,26.390063204310483 74.64248189109445,26.47523618287183 74.67505167815038,26.405797628320038 74.65913289991448,26.43060958641623 74.65120821393664,26.49160765116863 74.63168032701883
26.512763440565838 74.64318762705751,26.430921537404217 74.64866943399768,26.504138931839954 74.62492095802746,26.42781812736494 74.67489126275878,26.470516344015085 74.6468546450099,26.45151554231423 74.64082611769075
26.45115161517104 74.6291409680998,26.460843391250098 74.65475315134931,26.43198605963803 74.6512237884386,26.415175264599814 74.61301365591879,26.43705677480007 74.64696811542053,26.49004351476146 74.64906143327036
26.41516530044007 74.62852926761005,26.476530396230917 74.6443539742079,26.388686623589418 74.63111873750823,26.456533401079913 74.5742871333314,26.413354156454307 74.66586578810916,26.447549253310573 74.63408077101312
26.481872159953987 74.6585339491019,26.434991216976645 74.59129218130884,26.490129023515365 74.62494054449279,26.41040682267045 74.66253430219993,26.435278229239128 74.62321684309354,26.390961227388033 74.64231598137981
26.494674393791144 74.63413427115134,26.427071888447504 74.62937579360901,26.428262670087424 74.66154177996913,26.461955278237717 74.6753001840688,26.465108895872785 74.67354248474228,26.405799343235724 74.64402081744366
26.468315619640606 74.66166477724279,26.43463725622771 74.67122547648489,26.459202870978114 74.61042344982718,26.46055390568886 74.63818781460733,26.42566343794231 74.66300010559951,26.44229932930189 74.6326846522352
26.473974406194955 74.65554451998291,26.44969747224852 74.62429864961746,26.400903663543126 74.63704998618398,26.42289306299361 74.66364676301009,26.41585293210097 74.6172233761219,26.444703587183934 74.66569992473731
26.479726650533024 74.65269054566556,26.409707535264932 74.62897721270551,26.4688679686681 74.66775080431056,26.447243742595383 74.61322143594928,26.446137412311547 74.59212041972194,26.508482210668387 74.63780574752366
26.453250149245665 74.64632441592936,26.44475001286786 74.60501952338645,26.433706924525204 74.65669140734836,26.45712248661573 74.65379779951898,26.42650676243692 74.67019635846087,26.435574640685235 74.65387669566499
26.424461402476595 74.67953713739847,26.407548883171753 74.66499987687872,26.47465038483504 74.61042314362174,26.50824412040835 74.62689925540626,26.459353461222197 74.63730179504665,26.434068632394442 74.60997965717229
26.424700569603015 74.65195731939502,26.42197516905666 74.60205135818632,26.447164431721482 74.60086161631483,26.4777498189876 74.61574513523449,26.480780243155625 74.66097948123138,26.491568661178388 74.64792813447539
26.46077140234969 74.62361854919075,26.52111581802591 74.64447196833115,26.4432532663452 74.62258371979411,26.402019442054815 74.64433325495854,26.48421200866121 74.61770365771228,26.46237298734909 74.64963836275962
26.45596052825233 74.67728961439518,26.451907097910574 74.59566247483563,26.456241751581665 74.5802276928431,26.45679000006062 74.59514980968405,26.431388169377954 74.63627116936553,26.43816059515085 74.62159257915273
26.43310670395458 74.63395361433251,26.42888834557273 74.61818796901626,26.443353458001823 74.61927984340807,26.455349476416824 74.68481626888611,26.44621335436398 74.60225800112363,26.43753252068823 74.65828939737592
26.389092754931696 74.63746273601988,,,,,
26.46092760832755 74.59363759981862,26.469731527922978 74.62738797752603,26.433390139833765 74.66430895342124,26.44628311827984 74.64702252421235,26.433353824124282 74.68146151549549,26.435161324396102 74.68117765000474
26.43968378113953 74.66338340058148,26.41630710990225 74.66030279242716,26.389187590255638 74.63470908865584,26.469862366866646 74.5997467225162,26.44960296739223 74.65791953648869,26.491103918668006 74.623460594379
26.47936915564418 74.60221038926682,26.491612617306753 74.6512192654689,26.47737320059283 74.6581927139687,26.473840855403765 74.59250877172738,26.48204195450857 74.62512655279268,26.50973631932818 74.63754875005563
26.42095791023306 74.60530752200735,26.45762843530274 74.68499657061487,26.436925846760015 74.58752205330241,26.515261078176913 74.63674979913009,26.446959764298178 74.6723158961892,26.460141178421 74.6558310716211
26.450612395944514 74.59493008679648,26.478790481416063 74.6297098911078,26.401111374347423 74.64731800861465,26.427152160989888 74.60704145811447,26.40039929012194 74.63006992354691,26.461741598250235 74.63319609414955
26.431518000701068 74.66672516178217,26.453871823163947 74.68367356895509,26.433060686644993 74.67611320791644,26.476313256290886 74.62280606825222,26.473715245083632 74.59946470849358,26.40667175224233 74.63942832041295
26.498813656283627 74.63322477738855,26.439755226968508 74.62500859882381,26.479137823437306 74.6659595301404,26.398961762914645 74.63233740415409,26.46824920257113 74.67281481354576,26.426519270065388 74.66145241550525
26.466984792730578 74.59189228490226,26.454550116839716 74.62931462149594,26.46202695835565 74.60400459705858,26.453564791773083 74.63216159960635,26.450677917701526 74.6225519050857,26.419834759956007 74.67256086967346
26.44737462774463 74.67368699601175,26.405223157364176 74.62216452573055,26.42505299957245 74.61976064450467,26.502906933649317 74.64191146622564,26.441865971611087 74.59330887732072,26.43287557345093 74.59905253028424
26.50993286359259 74.64798990542505,26.40952432726763 74.6296275115262,26.46969391697303 74.59995621832682,26.502467890381947 74.63722539865037,26.463639858411124 74.65374732974983,26.47020758948765 74.66234372386332
26.485424501192735 74.61275505201826,26.490290784310474 74.66571216219428,26.423072936914803 74.64798378461781,26.435794705872446 74.58872916441568,26.48561333208483 74.6408417521513,26.44123712103513 74.6329775746937
26.49368475599783 74.63860134519244,26.453186613319705 74.61219095928541,26.442736576423343 74.6561778248582,26.45605086968407 74.57505063410733,26.47791216519978 74.61546202703298,26.438968822576292 74.63789420028239
26.433858871318503 74.66878579967928,26.41310177275959 74.61028768269746,26.446943536392094 74.61878039803598,26.448645854008788 74.60365271736056,26.469835504916702 74.60147329730962,26.475685602748996 74.62889948899078
26.417779240416678 74.64433795708388,26.430998217770348 74.63209737150355,26.497904498450243 74.650744812492,26.450071055126777 74.65687121294849,26.455731074883168 74.6209764861779,26.45899712533302 74.58099227821637
26.46381026309345 74.62530387161775,26.420228225220573 74.64993120082234,26.459131506352577 74.63387517937048,26.501985655059055 74.64242911646906,26.458976312749268 74.5919949123442,26.474963949661653 74.64863156461591
26.462398633496957 74.58406511534754,26.402694843835107 74.6420016928762,26.406859710087105 74.66266081210615,26.401504902593718 74.62997323681559,26.446268437664912 74.6353703743756,26.41259623306118 74.63611961341665
26.392776292151485 74.62882939051111,26.489990663133867 74.65159289733724,26.48899273853611 74.62881563226695,26.457593585673106 74.61309865148422,26.454871702654454 74.57996324474932,26.51038999566778 74.64524771458888
26.44330826309755 74.66788249592766,26.448652862417912 74.62582694893612,26.45826191211749 74.61761789551154,26.413201344023594 74.61517438105035,26.442032238562312 74.68091251421217,26.421071848730087 74.60889665808918
26.40532564876588 74.64004662780536,26.452145435626697 74.60965840527568,26.49654755450137 74.63435475550233,26.415719565730292 74.63618340306544,26.477552279916836 74.59584690311902,26.441955828182863 74.65510356140773
26.457782317864837 74.68946610476667,26.44215962536675 74.6502534833973,26.480341594861645 74.66139184722822,26.426479427272067 74.63703366474387,26.432498958970175 74.67925878148542,26.40882971209177 74.6286691340108
26.416567810439158 74.60439229683439,26.462887031435596 74.61584614954626,26.45232812667039 74.63223392122545,26.459146790792367 74.6610782633778,26.43540134163344 74.6114049884357,26.51523284790584 74.64782204897352
26.43756900827805 74.6499721182705,26.473432359280235 74.67745653167894,26.466354539969746 74.64527656437284,26.437620046488945 74.69801421634003,26.43548695058396 74.64903703173398,26.457528506403715 74.59604707425814
26.460183468798352 74.63364816462482,26.445683483228056 74.63698791471882,26.472530146824948 74.63924056017034,26.40260480149704 74.62265617324763,26.450665337835083 74.66100140944245,26.462569012835203 74.60738033731288
26.438114387355125 74.60657946124195,26.474211062137947 74.5889669802974,26.456155330016824 74.6178784448359,26.47340168978334 74.60126220816727,26.44313027621759 74.61587655794887,26.43776404938306 74.61760782210118
26.415902453298372 74.60498629414849,26.482656623964253 74.60391125544108,26.475965137359925 74.62409615587633,26.408321633584297 74.64991782313965,26.41401441804905 74.62331620640848,26.459038586420217 74.651851526952
26.44684562571193 74.60890574123766,26.404288185961256 74.61910594178454,26.446799958481538 74.64000178740778,26.41275292948286 74.64820866852553,26.445809103042446 74.66105830887575,26.460003524737683 74.67894059683108
26.40731034643679 74.6150297351838,26.465507105642928 74.62448206759935,26.45993962845693 74.67069341231777,26.497828181743824 74.6295456958286,26.44974775236303 74.69100848518849,26.45423303620211 74.67759310116
26.40823427967621 74.65425506042092,26.418545689379616 74.65845985960144,26.46579463974334 74.66203011510498,26.437928898458033 74.64958105211369,26.413398772277407 74.61605353647784,26.470308452334592 74.6524164037478
26.412888472935457 74.60899098668767,26.50623581433672 74.62634269177526,26.458166491295 74.59830564485908,26.400741405550804 74.62763748562227,26.46198646003415 74.62668159171523,26.402204362528586 74.65295993195967
26.412355752168086 74.64765062825514,26.453662271827895 74.68217945917003,26.475020091220742 74.6263749291811,26.492789491515918 74.64056996806258,26.408196205173432 74.62502594247515,26.431932893485783 74.63992596343537
26.421066029416203 74.63833925252275,26.47260410044436 74.65460860797641,26.41801494104776 74.62731662444669,26.43706966995917 74.67048826987178,26.427018332080745 74.60055157540314,26.468443929699987 74.62853882418452
26.442532309192487 74.69228594512273,26.447094705665624 74.61654983137711,26.44363059097426 74.68819865100332,26.45123994119707 74.60118716409927,26.472884275186264 74.65828845094163,26.45637375708005 74.64540664480523
26.438264763406522 74.63901636974198,26.48511782614588 74.6618224526212,26.44304456167907 74.69782842292317,26.407016315851845 74.64342489829087,26.513467586263364 74.63773428647576,26.45441589072534 74.66669861255808
26.39923136062905 74.6306503024198,,,,,
26.44558967777716 74.66643121230024,26.459316781694042 74.66110788463403,26.487354819970488 74.63105491712797,26.46865709429399 74.68084631715305,26.495170495235058 74.64512272093503,26.51027263314459 74.62923666329378
26.469151833899403 74.60678919820904,26.477734048785656 74.62855777928132,26.470657988133755 74.62951354287206,26.476776692442982 74.60615472574176,26.46854563112831 74.6414886657651,26.439757290468062 74.6191070556088
26.41352623939023 74.65865294427118,26.5148064031445 74.63179842675409,26.442854303573004 74.59854979106501,26.39048204365661 74.62990158044057,26.482497273932317 74.65182043184635,26.441560182793996 74.63274967549883
26.39529032509738 74.64191945237518,26.43299087942376 74.62474906949828,26.426722813520986 74.59934515258414,26.49202177913434 74.64155149693043,26.429902327130588 74.64191273400773,26.399568411873155 74.64331748726912
26.449239934857907 74.59697701516798,26.446026879487235 74.58586764270302,26.501214947839763 74.62773863322003,26.509998620094763 74.65160149672856,26.508085483918727 74.64576133253662,26.432061244181078 74.65631260557682
26.408025738131105 74.63241080556561,26.435763319877847 74.64874908569618,26.43885269464144 74.64609919304712,26.409775360925053 74.64883419067127,26.43339312532372 74.61234164880804,26.431236394291165 74.6699013582789
26.467113650647956 74.65133365121011,26.498429694980622 74.6549342946111,26.473394477504776 74.58779502437217,26.458829118416215 74.58053166559141,26.400244083386113 74.62566886606447,26.42304557820653 74.61697887790712
26.415524497332484 74.65706000822307,26.45895055435517 74.59566396080334,26.41021821859753 74.61809330349479,26.45047553063625 74.6498711538696,26.440965869884657 74.69614987045244,26.511349242450375 74.64359479548372
26.453684680853065 74.68918387242176,26.400196952396637 74.64172871671417,26.403845076622748 74.64730143151351,26.443792374255743 74.69087206273758,26.39384430737648 74.64648605805438,26.471523538435637 74.5900383477779
26.41633548531999 74.66251779501519,26.421721196973415 74.60112496251747,26.429731388969063 74.6744226194044,26.48192454927396 74.65831584391006,26.43541884590605 74.6560597683628,26.45125028208285 74.61757847126846
26.43920564050241 74.65463102417245,26.477530019100787 74.61097005430399,26.40842351863841 74.64394578145526,26.418237886438323 74.63412420079649,26.42301220614321 74.63578782578293,26.481858418310125 74.66361028172004
26.46822568859379 74.64123338080162,26.446510955577573 74.62766921225193,26.479983426357308 74.62229585392032,26.496396293738158 74.62937643325185,26.434954533894988 74.65973904468132,26.506515663018607 74.63210275361732
26.486127931429635 74.6479504180358,26.47230571851302 74.60360879238064,26.42090482779174 74.63479387635192,26.46750480349474 74.60756360447961,26.45251451623887 74.66929704774054,26.462497192613807 74.61307786349299
26.42199723139154 74.59949163779874,26.42048635474419 74.66080304995324,26.412572612056934 74.65087204962502,26.409769944823505 74.61069957904358,26.48163346473853 74.65158956294468,26.478763061262068 74.62120953763636
26.457725583343873 74.61412505037488,26.451777940901096 74.60927540071847,26.44149078201044 74.5939273266266,26.487093557708995 74.65416820810574,26.486827845336272 74.61909283944146,26.463604519244132 74.57768162037604
26.44166263475983 74.65230116552222,26.49400078396525 74.6568309678988,26.475263686030495 74.64167693926917,26.4781157073529 74.59883649581356,26.51087204497743 74.64681307290356,26.468640055167626 74.60031097152
26.39436589904813 74.64238856280569,26.470413963250707 74.6731104762304,26.426843784607858 74.61915091693751,26.460878364368803 74.57467874801216,26.452195374214135 74.65340848005249,26.435083181927016 74.65409387434774
26.469192265025065 74.60935881657961,26.453222050856972 74.67627567674398,26.44583774390746 74.64376504864326,26.476236384701544 74.64845666146832,26.434862997276635 74.591186683756,26.43631478440486 74.62264205597401
26.443905661265177 74.68323240985448,26.437267573555438 74.64295977093835,26.46175165830898 74.64534668983163,26.4941647971968 74.63291099087488,26.405163638343208 74.6402495070458,26.458415080096064 74.59835766189862
26.494096350871608 74.61248813895259,26.464307492268134 74.66726345056047,26.458070002449723 74.67016800778501,26.40079496191251 74.65047312007871,26.481509079010653 74.599491724141,26.475531189554655 74.67612785113147
26.50259350190123 74.65030306099594,26.401739974115625 74.62120743362935,26.477111710615652 74.61250388149777,26.414810327135985 74.66354010570032,26.440830294760005 74.58377404338354,26.435844112438037 74.59275234130867
26.463319692555874 74.58989938555465,26.473480388042173 74.6768198093519,26.417192646395023 74.63879980449332,26.48466643904918 74.63597028548463,26.430033096133442 74.61440256640788,26.45648908044214 74.60214563612826
26.41711890340743 74.6360918886418,26.456180331253876 74.61974148086978,26.453255848970905 74.61976481434326,26.422170880200767 74.66884768012885,26.470604181065937 74.6424102484453,26.447854456602144 74.62647190253867
26.43821638188144 74.63621796312385,26.493969610768527 74.62603757025865,26.427024397469115 74.60776907004598,26.514159586944984 74.63171978600438,26.46811299554518 74.62660730230579,26.465874963969615 74.59597324102688
26.486151757729683 74.62441477889462,26.39934609052585 74.62620253306575,26.39905313095484 74.62867642948378,26.46026294402532 74.61357240029008,26.469783023117333 74.61212351636563,26.507003522745404 74.6391738782012
26.412238416246762 74.65671680016678,26.421066800497517 74.6511553028918,26.422716951296938 74.62067055395237,26.455950223825127 74.62382754836841,26.492253158069996 74.66411639269762,26.415083709919365 74.62831297802308
26.440977524247707 74.61619022166043,26.440567730647114 74.64350295754674,26.410730629969855 74.63695629134169,26.452059274381273 74.61188001406107,26.468547021263717 74.63139983111174,26.43915227822151 74.58873846041524
26.445284893948067 74.64598241291934,26.410938276881375 74.65487689381214,26.43282743627861 74.6797589831852,26.46226725460977 74.67624296321573,26.443529564403686 74.60848167491648,26.516112629600368 74.63463869249976
26.474680610540005 74.67638412085928,26.450236673509732 74.69492305753121,26.438411482630073 74.6207940276103,26.45744462172937 74.68506548001025,26.441627948169653 74.59441991932525,26.47448937709664 74.61249702992797
26.386751956568713 74.63776257947589,26.475782790133483 74.62059194779744,26.497536334387217 74.6584728712061,26.463971879807065 74.60067963572428,26.43004894287486 74.59720395555561,26.456958806625316 74.66047026752186
26.478380521492475 74.63464696714662,26.399510003158646 74.65232488771606,26.47126113856125 74.65797174069486,26.435955969544505 74.59056201308918,26.43027852523385 74.68545701123934,26.471986531166554 74.58901854808174
26.459087020578195 74.62435522643148,26.44121822319848 74.62397462381358,26.443056055499543 74.63607821852987,26.462878321377637 74.61643927240638,26.50111776876003 74.6378200334023,26.452091628499126 74.590301215385
26.4490221431857 74.63877346845787,26.45582158460529 74.57233673791879,26.447891342884066 74.59342318630948,26.45752527217843 74.63459540669224,26.478931313337014 74.66330685572791,26.48230764136984 74.67054774627525
26.43098633221503 74.60488136601953,,,,,
26.436952109745654 74.59956659943843,26.45383571465478 74.6754333797598,26.51981749400657 74.63993119423904,26.438470540626124 74.63880479943205,26.450267223326946 74.5905279181754,26.443120786530898 74.67135440544057
26.442378118435293 74.64366035238267,26.455332758534414 74.61043434250102,26.441706697851515 74.69489585445591,26.422390778883504 74.60213990107033,26.439392551378393 74.69256844162501,26.41999880062576 74.65482916313394
26.437506499605547 74.6600574182008,26.45040248316081 74.69223907120788,26.417998279331105 74.61056069065201,26.482167047697413 74.6007872751043,26.4910070397933 74.61258258614676,26.421446464350677 74.67751426213812
26.460326434101713 74.65736973336396,26.405672931070594 74.65093517022535,26.437614134456677 74.58976855000337,26.42366634745472 74.64626966051668,26.409560614164494 74.61406333471406,26.42001080273498 74.65723346259291
26.46620414049007 74.6478380822434,26.40790831985186 74.62032297152794,26.390899926150677 74.64335100934031,26.459224298886504 74.58313109290208,26.494253308968172 74.61079354541096,26.40318186088527 74.62081647377123
26.504887021650024 74.6269367479463,26.462615286883636 74.61366604893537,26.426176995024164 74.60967713785224,26.434619218677614 74.64524198138733,26.487048123509275 74.61467389900852,26.455560470640393 74.63170165003724
26.497310149166164 74.62265079704399,26.451425013993827 74.63400112361687,26.43269054123079 74.64399827336082,26.477512731427332 74.64858118268333,26.421347708361143 74.6088048539121,26.40754701521001 74.64003555916766
26.4111767550518 74.65430236853524,26.485279635271677 74.60384235114621,26.492837488174388 74.63167402234171,26.409705517275608 74.64357855149196,26.506607105439436 74.64066034762641,26.439774493278122 74.60131039499085
26.462023788678362 74.6452530851687,26.448197919782164 74.6816394468837,26.435048759218393 74.60586560359917,26.39042495834798 74.63035217057454,26.458580413167844 74.66374822208161,26.427342943059063 74.60960833561049
26.442532927631138 74.65600945066585,26.45282279217944 74.6504706236454,26.428855854537442 74.59723727784879,26.465981794468203 74.66580935226558,26.396141382217007 74.62960006779055,26.443069609536998 74.64261453040437
26.45741339458656 74.63023076114723,26.511112832722972 74.63485114908656,26.450074056390033 74.60307653353493,26.452378904242995 74.6246270555329,26.43902828307117 74.63844991091159,26.433140263867852 74.67342407424809
26.43108584816697 74.6308068020219,26.48094493396063 74.62889676713561,26.44502751491082 74.60856024923824,26.455245229324472 74.62518061095388,26.444435032408016 74.61631187357403,26.431916538728917 74.68521822927809
26.488272164210784 74.65266224466794,26.457497465994532 74.59550629032358,26.408282270364843 74.63423107389882,26.507968267551146 74.64630902257183,26.452398566776793 74.66087269122883,26.471982632566817 74.61489329660036
26.429636979110757 74.60827875576028,26.47401952980855 74.62603437557635,26.43015278975089 74.63559860236492,26.470751951208236 74.6316111597044,26.433458918186968 74.62852614399732,26.446427569256535 74.64625777682969
26.450662026517808 74.6848847106268,26.438091443901598 74.58766022967562,26.448531611754127 74.66349538402858,26.456855619904736 74.61075061145914,26.437828963727977 74.68699057730856,26.49774861813303 74.63302660572722
26.458788034698294 74.64194699311791,26.498262844597765 74.65814412865126,26.461888099394162 74.68158057971918,26.452229858933613 74.60121537201776,26.48687150019738 74.6217463427048,26.445351522472542 74.67584676150548
26.44250439272875 74.70025464551101,26.440535616184604 74.6676520752809,26.45375600998452 74.60402541166265,26.428468536568218 74.68155331460554,26.4642028062599 74.59125653377276,26.450613183906412 74.69200163528166
26.48126290921794 74.63871884250564,26.470028752739157 74.59065160084623,26.489737283808 74.61507190545879,26.434207572263553 74.68680267338904,26.474532583292902 74.61657050637321,26.424479716255828 74.60910796776183
26.47887248486431 74.59732380866693,26.42820029333392 74.66242884720253,26.48736865665151 74.61056923956262,26.431140133608213 74.61813855105855,26.44811093974277 74.62686703231978,26.412932401711164 74.63983301121392
26.465738157706166 74.60534061639103,26.488199806144028 74.65377490832486,26.4415508265252 74.62808168870973,26.464689742641372 74.61878657084236,26.43212426129263 74.68647072272853,26.446910219318983 74.59193021537219
26.41496145695713 74.64394213155698,26.477950814302687 74.61533839864774,26.447765778468156 74.63522955731705,26.466927165400065 74.65279924344354,26.460653129736755 74.63809813283932,26.44938945991349 74.63224095588276
26.429014902490916 74.67001116256297,26.4327117511693 74.61379423612034,26.426917798877447 74.61554349894341,26.415359116381985 74.6163119783666,26.446702548759145 74.60236084304353,26.457786312054637 74.66626416668694
26.447325609289667 74.60510506807077,26.479806536697083 74.60306149305464,26.451583736054307 74.63652244415456,26.479017877143338 74.62224479059772,26.468402644960616 74.60453605191833,26.49333725045044 74.65135417068589
26.431581524788545 74.67238900671722,26.423860566229106 74.61542734711469,26.489374455248555 74.62650776440391,26.51124700861763 74.6301468021297,26.50137944966686 74.6360941415571,26.422076813291643 74.63388346236209
26.438951639523154 74.69643386498599,26.472912733521564 74.67391394918849,26.445031842545344 74.66341122370179,26.432897867407327 74.60396501700605,26.43243459883523 74.61369974599137,26.441941988618407 74.67626105203438
26.489326843440686 74.65561026744237,26.398490819134494 74.6421922567114,26.480301841394883 74.61070368164638,26.431200354090812 74.64008501143755,26.41584156020503 74.64615393227528,26.41111827820359 74.66456827258718
26.468284177464994 74.59412487894724,26.458424057182775 74.68453174188434,26.47456364597876 74.60829845081618,26.50822528363453 74.63021089056117,26.46739253041939 74.6047358323812,26.4455907056672 74.69499249924233
26.416198328940617 74.66710327074054,26.462838091451392 74.61581389980361,26.4419827414645 74.64478622133609,26.40572618076251 74.63505149801472,26.470023067583586 74.639876529885,26.42051514100118 74.62370778643141
26.384398863966787 74.63399898478342,26.46138121752637 74.62680093180916,,26.410594614855558 74.6097650785059,26.480430006689847 74.66227103288848,26.455306662037263 74.6562252476586
26.40632690761059 74.61395415979172,26.441675781551314 74.59751878354079,,26.43719647516205 74.62195168098852,26.498796624109747 74.631899104994,26.39638620128665 74.64832381896548
26.4715275557978 74.62997832467725,26.4280932098452 74.62856245405209,,26.452767187119203 74.6622427092314,26.452224237564945 74.61597262409109,26.447136416993448 74.60088391567926
26.459794252219577 74.61997734876117,26.48459791937127 74.63071144102416,,26.474013283507958 74.58820248867714,26.479876060479636 74.62557446172335,26.445362779884828 74.6814633319238
26.40584909857104 74.62389228857488,26.43231151515405 74.65209634212259,,26.49890245188174 74.61966857212363,26.42333929542443 74.64479181106805,26.487648341457575 74.64098370072534
26.438407685245306 74.59675904075951,26.47683461393323 74.5918197977516,,26.496524426148426 74.6370224538024,26.43530385687381 74.60010394709212,26.44143705733371 74.58841522834953
26.421256000994628 74.60217802134612,26.443699242227254 74.63162452017738,,,26.427617033572123 74.6326501761542,26.44701414091839 74.60744740596166
26.415886584468794 74.65627816156733,26.41018615428078 74.61409018412934,,,26.441043820622518 74.59393899500164,26.469999268521985 74.65347293408414
26.494325112165768 74.64556754869616,26.4716729886922 74.67597716352662,,,26.403808951280546 74.65945754446737,26.47038124606847 74.6601385031232
26.45401748936926 74.66099695845992,26.428853075084422 74.65807666208455,,,26.467743835781796 74.66903878053445,26.435829457121756 74.60605111540573
26.405549591915612 74.6500828621155,26.45850537645942 74.61063635222928,,,26.45955461545043 74.68560129200141,26.49978940303086 74.62238116975686
26.463012225089006 74.58272836414083,26.410569923811824 74.6411212370564,,,26.42480229275832 74.6844296107869,26.39273409763165 74.6323684157427
26.502229802223965 74.65524624453705,26.482223586436824 74.62861929365354,,,26.474267494855106 74.6311396850566,26.40282112089128 74.64563911344918
26.449851902463397 74.58565373951086,26.48170842991963 74.61809668642536,,,26.468708272095064 74.62771810277776,26.40145879243754 74.64423593422906
26.429476632889624 74.66588345887581,26.505525054816257 74.62488841506257,,,26.489756869557937 74.6444059661099,26.454326355363076 74.62410086719689
26.519344196161036 74.64441989718954,26.452832700059876 74.65574093555435,,,26.450255753953016 74.64424714180177,26.435506742811704 74.65151315065263
26.432080083614306 74.65080413253878,26.47427648056492 74.59314357369362,,,26.415738212173284 74.61096168007658,26.43172229729378 74.59508380832057
26.487666430736848 74.6454776047286,26.499473231562625 74.6341434652284,,,26.448760864078626 74.59887867892883,26.47514764081227 74.65404983628642
26.47391526073059 74.63356918276646,26.470237103448685 74.64470730818536,,,26.49005436118528 74.63283330314461,26.457771959226584 74.60701463432957
26.466633741262307 74.59193911860969,26.43173301868753 74.67734168334013,,,26.44988493580708 74.65730370589245,26.421444734489384 74.64837443874444
26.41727079596069 74.60814413457582,26.46437691134532 74.62369174832398,,,26.46139768572246 74.60280069748708,26.439885249654306 74.60437122143259
26.47942599788596 74.6188232088017,26.431505750374157 74.61864556745321,,,26.42983434302353 74.62275345002543,26.428796381523934 74.62713705080041
26.492279011784294 74.64780558899393,26.41276948630945 74.65624816958707,,,26.463577057357437 74.59841547726114,26.48785290846221 74.62243878379061
26.44522307380426 74.67548188163916,26.41357290191631 74.66757102525783,,,26.428236308514293 74.67344377268766,26.47402740110483 74.67581196572897
26.455062723821985 74.59681113223068,26.450846118788068 74.66714193159494,,,26.425680634897674 74.66370438100564,26.444265696973513 74.63973753748603
26.46044530535513 74.60362479950527,26.41992707669072 74.63658484676337,,,26.431877626701674 74.6595483123316,26.4332846867956 74.6186158630237
26.46166029654032 74.57896821409621,26.463236262995316 74.64509243754809,,,26.474752915217497 74.64061884759225,26.445386933422263 74.59902802058922
26.477313640203935 74.65358397764034,26.469750138827898 74.58464177005845,,,26.467581210674762 74.6269498872791,26.452094594170127 74.67413831616267
26.42691968336038 74.62016307701082,26.419973246808787 74.63821075644059,,,26.480933279121853 74.60421221007293,26.42238130738577 74.6248851073158
26.466135108983696 74.61984791190615,26.42939167311196 74.60836570432647,,,26.459045082478863 74.5844873207319,26.436928124033454 74.60534586148864
26.44737753539183 74.61152713608264,26.444927272499395 74.58530091191207,,,26.415560074173477 74.62728272712867,26.42400876077422 74.63767189225196
26.446574091316215 74.59313756530243,26.414806078953383 74.63619943922673,,,26.42686231790846 74.65567300242698,26.507436828530775 74.62882138976755
26.436601757173758 74.65418035789068,26.466908189387684 74.64170901830259,,,26.459530316611815 74.64316644235767,26.45405765975356 74.67545797977382
26.409687723092503 74.64535771998756,26.445659114862277 74.60755517074878,,,26.390998074589344 74.6421121806135,26.441035045158586 74.69083688332539
26.468004387078178 74.62343745279458,26.461862530320843 74.65639467292497,,,26.46303918592623 74.61823624105385,26.47670230828948 74.66279346831122
26.420640845095182 74.66355665177117,26.47024729909255 74.62070954309488,,,26.45604094560352 74.57148649473156,26.440780529920538 74.62461955070621
26.493378840309845 74.61487551524584,26.461550893403462 74.64506609058431,,,26.4048434042845 74.62837880453112,26.510008523817376 74.65192761135656
26.450780245489085 74.6340585330658,26.45748619740255 74.5991503671653,,,26.40809527762473 74.64184411993853,26.431891127085322 74.677518207424
26.447752974374474 74.64816571931122,26.469018103481893 74.63612248084192,,,26.448575847194917 74.6369239425303,26.496711674766406 74.6403796918068
26.4602555405098 74.63028913905966,26.433802986114785 74.65024012773371,,,26.501244183931014 74.6210441411898,26.466708021230044 74.65116395431501
26.491124504886624 74.63170150188404,26.470444110974288 74.60003875403112,,,26.4407994849023 74.6426946274882,26.51529610697451 74.64165849469387
26.441906385242604 74.6113778520057,,,,26.484860133561373 74.65558364869692,26.46050634877627 74.63150260381417
