Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
26.89358631222546 75.83113178435762,,,,26.929471849226935 75.76513352600958,26.94281142843769 75.86222031327365
26.931150416495658 75.8734341802717,,,,26.807869431747587 75.87153952459697,26.86862827050222 75.77698175388439
26.889190614552035 75.88186318030014,,,,26.951650277554698 75.77274606112275,26.85152505963911 75.88474306612774
26.855697140787566 75.83035540889249,,,,26.96837617445941 75.79519940613206,26.864997396652512 75.81685478139559
26.929579177591453 75.74096252114532,,,,26.84267220418653 75.83511532022855,26.842332507642713 75.82798465233226
26.815938216846476 75.78005100442662,,,,26.91250554785771 75.83464248714375,26.98060911147114 75.758314054837
26.948166179922914 75.69358780078774,,,,26.856182868074008 75.83374959997789,26.876617248829348 75.85691209355569
27.00533158429515 75.76671330470238,,,,26.85586725788702 75.82060013674737,26.816911990514683 75.7795015954264
26.843652323767405 75.80698069743559,,,,26.984927420321593 75.73777372552658,26.855205242211635 75.8289660922054
26.925535612714974 75.69218737631375,,,,26.908870084022073 75.81736537496157,26.854820285406046 75.84793371668614
26.89750561044493 75.83846078589606,,,,26.89964421498044 75.91168772889515,26.899151910908543 75.72648891178592
26.93497619977879 75.75125274094994,,,,26.882282817173742 75.70132508539191,26.981330991267 75.82732915827009
26.98031396732847 75.73885387323882,,,,26.93098043973201 75.66873008392673,26.912614265114286 75.80485923529167
26.918220231759967 75.88572930430057,,,,26.842413477957233 75.86813436000024,26.75678076690501 75.85609661522643
26.93272968392257 75.77942319043657,,,,26.88105764125907 75.70228842928239,26.81356292225111 75.8790966443834
26.87326180774051 75.82253972767019,,,,26.93489029722941 75.6847653342221,26.91969985170205 75.87856764610132
26.93949561859331 75.71707435521705,,,,26.84890613282411 75.8218170437905,26.88855203906209 75.78827187492142
26.747163929193388 75.84749353415064,,,,26.901014961579758 75.75593748258402,26.94900199064926 75.79574608818794
26.875855263147276 75.69985407108616,,,,26.818575094394614 75.79816436768856,26.797716259564975 75.88628483185731
26.992590199072097 75.74996470355008,,,,26.777183951155735 75.86193228205528,26.90091993159581 75.78146286045856
26.993333592821575 75.7500304678704,,,,26.814106230170346 75.76354445323102,26.90138326738001 75.76820918545582
26.905598567805264 75.67951739376686,,,,26.87441433857259 75.70824988444214,26.85823781085211 75.80483814650559
26.858683064729284 75.75249108801613,,,,26.92256973805616 75.71334581582805,26.80951108928046 75.78921017861448
26.798717948027026 75.77774056178582,,,,26.93103509494334 75.75883550356535,26.93918821024639 75.7850162311013
26.933893515920882 75.81785366953207,,,,26.89730808003196 75.78261477177028,26.84475091959095 75.74414989927871
26.79369253257117 75.86590187852933,,,,26.8864977898211 75.90736122210528,26.910949767011697 75.67163847395172
26.8910707956258 75.88656618086578,,,,26.985138127104495 75.76408649135817,26.902789299754026 75.90137589517254
26.846898568694005 75.88365476403506,,,,26.94744525548919 75.81713239767898,26.813997046999674 75.84646393912762
26.86595530138556 75.89403519718778,,,,26.928383816185214 75.82547864803712,26.94613010088004 75.78882122900269
26.975761267079708 75.82992128038114,,,,26.822796980982936 75.7617979069153,26.80909196983323 75.83882003677492
26.903199000197358 75.83718164383306,,,,26.84357083766462 75.81103815685879,26.945414432265437 75.83933134978265
26.923327434676356 75.68741525965022,,,,26.901179727863777 75.7933743559244,26.867447945657457 75.71311712033153
26.978735068365673 75.72021609651344,,,,26.88036443423492 75.83330625395037,27.010555053940642 75.78570457758026
26.838481521760556 75.80145564991032,,,,26.975432584517915 75.80287700996112,26.943116374839967 75.82370654411815
26.92117903277447 75.69623807776874,,,,26.835449477383065 75.91240272560825,26.938216595527194 75.74213833678587
26.95986456788301 75.85069630302351,,,,26.820401336491173 75.77594672747438,26.86705356572904 75.76850656527301
26.886074032505807 75.7290025869774,,,,26.880662127342283 75.93624210715667,26.80728365556567 75.85393055253643
26.814210842779325 75.83337756461708,,,,26.912788281667652 75.67576128976334,26.919969742077544 75.79839424806305
26.890886235635083 75.80420146911815,,,,26.892874339083466 75.83331838524067,26.79162464454868 75.82807987351018
26.966941033909738 75.83184918036528,,,,26.94010429773312 75.67814129212834,26.89591508687594 75.80961442302495
26.781118349801623 75.81466542160238,,,,26.844613338872 75.75502951968852,26.935581305407812 75.73670481898145
26.923140058025755 75.89103583445491,,,,26.845398032181834 75.82654609507114,26.961711696964823 75.725870398018
26.84070559766355 75.79930397406346,,,,26.84830745630257 75.88441121002757,26.843167127243923 75.74220851358648
26.850753456148578 75.72982861786623,,,,26.982554437988668 75.79088532080135,26.941916573424297 75.79743008210801
26.87104738759924 75.79822150324986,,,,26.800677521523053 75.87262351041184,26.758607598831723 75.83234275760645
26.827453860408855 75.78060153558353,,,,26.933577374974426 75.66754792985468,26.81359273532181 75.82078052691243
26.825216360086742 75.8386336407888,,,,26.925316953789263 75.75929420374466,26.891504007023144 75.82868603034633
26.860924502993896 75.85178546840721,,,,26.89273695265294 75.74784214551218,26.91934276232411 75.75393018616228
26.953903430919112 75.84942723016383,,,,26.958918513598373 75.70661649375262,26.830206125812975 75.76675619671379
26.799023792152187 75.81017799529533,,,,26.821180155540873 75.90284467781753,26.882223881904032 75.7079624139665
26.93493594860334 75.81377470146725,,,,26.900069052625202 75.81596446761057,26.918502708926322 75.74274485638112
26.90798742772428 75.65663269562437,,,,26.88244805528919 75.8403259812693,26.918014565988983 75.6963212280714
26.916113095409518 75.86574770938087,,,,26.78290007368064 75.83392866515085,26.802441226231128 75.88575814487211
26.915692651989406 75.89146301404166,,,,26.921302680523844 75.87825498396434,26.91458881591664 75.76586741874695
26.830973640280224 75.86792204460137,,,,26.925571314363033 75.7513542997691,26.84726947224455 75.78457246771963
26.928970346445624 75.69619200999034,,,,26.892822857201036 75.73828873716707,26.840003708049753 75.77457828534271
26.91010791231921 75.67584221640014,,,,26.85997386574621 75.83322573261253,26.921506873162425 75.74228725812297
26.92452890743523 75.88344715258775,,,,26.89028745805517 75.88024040232364,26.935207847345527 75.86560102641452
26.900143480340223 75.77620913602257,,,,26.795986665033052 75.83247255370006,26.90968549722841 75.75704802997505
26.936207413035337 75.76988255234745,,,,26.816671669149066 75.87801202868205,26.86587263517297 75.85646793460081
26.889650702825445 75.67724140828282,,,,26.910165923005493 75.70748918777416,26.96586245577882 75.7636515746014
26.948286437806484 75.84682540268133,,,,26.858315594804704 75.85670947882936,26.86255815882553 75.85035985956506
26.90465505121063 75.89221389580295,,,,26.934325029428184 75.84120956216145,26.895451538713466 75.9151269228767
26.88881281670709 75.76963967582964,,,,26.931261747028888 75.72059686060526,26.8099489387328 75.78027735293651
26.885962418339588 75.85743359151296,,,,26.925353603988402 75.86613455889325,26.878393690898317 75.69131870036712
26.87246851605805 75.73087955986037,,,,26.92116165544303 75.70860664670258,26.780233841425645 75.86464214451722
26.829315512152544 75.90395006768081,,,,26.786707935565698 75.82660236837268,26.834233070142563 75.75179890327979
26.84280678196607 75.80216565899734,,,,26.95072630422863 75.77176662890405,26.79520874690282 75.78952151397648
26.906673789119832 75.7206826236992,,,,26.79981676558027 75.81519895047373,26.757519553219105 75.85501032095233
26.941393616789632 75.82006410995814,,,,26.821839921589152 75.88969574700579,26.875674175139753 75.78381611015462
26.87654436366517 75.73354692558239,,,,26.877161710968867 75.76325373529352,26.835702918319953 75.79961775473642
26.91516364247548 75.81546345134971,,,,26.89501678315106 75.88453058931105,26.94179795848018 75.86778052800071
26.857102686687693 75.79704899195234,,,,26.913230012449407 75.84863677289773,26.887822092601834 75.9213140525551
26.99457717082889 75.77078264203533,,,,26.845490849221328 75.79666220219818,26.962800436478627 75.8092910359201
26.948044849694515 75.82470809425249,,,,26.934632349379473 75.8408051774155,26.855711331034453 75.80683399446023
26.83250704619537 75.82398216763941,,,,26.853911732346244 75.80040132817035,26.846550267138454 75.84112426920089
26.884401302087646 75.86909013130436,,,,26.853500985402537 75.79397129017161,26.79131227729828 75.82475960637595
26.87514349535238 75.76159576841663,,,,26.861334591696824 75.85381835654584,26.878927754293635 75.8908969222877
26.791519777612443 75.82132630889473,,,,26.877139176195463 75.905712657563,26.908070571013884 75.8640148603988
26.962416276673313 75.82431771392037,,,,26.871977437896145 75.89814177180179,26.935419715229866 75.7207327158375
26.944095784454962 75.78611200006314,,,,26.850958911601587 75.86714290052531,26.89836603023247 75.91334874877825
26.835651625615483 75.91040319464817,,,,26.849442124050658 75.85554132845449,26.954620682722126 75.74516923682879
26.92624656745039 75.82661559710529,,,,26.864742999069705 75.84936685833486,26.865232681663365 75.7971752875663
26.90741716545516 75.79174119142021,,,,26.993115168587643 75.8114207640315,26.901465315607467 75.8582576494269
26.916252737039773 75.76133810590535,,,,26.935304470605043 75.7234664931316,26.92752698774441 75.8430206136032
26.990343684484372 75.74321535702546,,,,26.92678251148475 75.74803974359232,26.909377549398165 75.64916608005757
26.820693017428027 75.83005680840915,,,,26.93584963912509 75.7851759326303,26.920157122475064 75.71078310199086
26.8292458231299 75.74127742625839,,,,26.92125043477154 75.73998944827956,26.773386202862827 75.84383751183114
27.021971440387652 75.77514034186967,,,,26.882380444552275 75.8378033268701,26.946055864289562 75.79082651499975
26.951198353568795 75.85026518458824,,,,26.92661214396792 75.66435835559564,26.979103879532342 75.83260956395024
26.98906136276811 75.77128655216323,,,,26.754323923752263 75.84792820366776,26.827005162918226 75.77667182430297
26.82098821280064 75.83734422780405,,,,26.88959353033115 75.72897654239185,26.866443193813087 75.87292829123179
26.878089796789283 75.8843287802691,,,,26.89718737576983 75.70236652567051,26.796843371692525 75.87272376522428
26.95644630353615 75.82625821240487,,,,26.923179350931505 75.73270840624338,26.99241731547865 75.76073735111589
26.873443550764932 75.7179458926051,,,,26.933902369805768 75.81358728799407,26.97084100986618 75.8414767574711
26.843998753281745 75.7829571470627,,,,26.943888312937588 75.77988459861189,26.808154789889873 75.82790281160447
26.857548963180786 75.83266122287996,,,,26.75398722236821 75.8538763370844,26.81592332681643 75.76530871198611
27.004915473421725 75.79224030863553,,,,26.899832246155515 75.77877460748128,26.971936035228417 75.73755666678846
26.78241935494537 75.84232462062592,,,,26.901359777272265 75.84972518464488,26.884987923942038 75.84565826222949
26.994911511644858 75.74082816377637,,,,26.983761659307056 75.74008742876727,27.01658028654338 75.77349816296547
26.935208609456236 75.83503261302398,,,,26.79771422334227 75.82387715181946,26.831290739541412 75.84143975112866
26.96285785021731 75.72240219653807,,,,26.84774600877137 75.74045168503125,26.87701659543344 75.78209939389133
26.926968374255715 75.68956274037248,,,,26.89376149823339 75.70131109925475,26.845048639736465 75.88021623451165
26.819846147065743 75.80092319270247,,,,26.9068899077872 75.9050508831945,26.886321991334043 75.86933354281251
26.913361815685768 75.67935891323965,,,,26.845148142286273 75.88540739105831,26.949796778499575 75.77323080922032
26.807682738898535 75.83125359062012,,,,26.93776976121386 75.70854357846834,26.869928587866415 75.70980693199542
26.98485440904268 75.75511996939379,,,,26.931963743463776 75.70172038770046,26.91074887303559 75.81271949405512
26.931413655630926 75.809127032619,,,,26.947605062981893 75.68924091143269,26.903484639871856 75.6544414540201
26.9495594342624 75.73224547846092,,,,26.83662105494031 75.89617309419081,26.777694277191078 75.85371797184337
26.807576127176358 75.89092851344644,,,,26.883178233081203 75.8424711917671,26.78654828819468 75.81005962443817
26.79400089371781 75.80060440997266,,,,26.908717214212423 75.70811864282015,26.90883085641097 75.8110688558666
26.92383008807363 75.84812226946993,,,,26.93003317592775 75.7063142858261,26.90147391995146 75.9133701092568
26.835811206934842 75.82941686449934,,,,27.003243829763175 75.78144285595232,26.86705167065789 75.91999426953127
26.87060601882544 75.74806745806603,,,,26.848171984997972 75.78639136580453,26.903609275110004 75.73292506428848
26.965769828403577 75.7653234891818,,,,26.923912630266724 75.78516849778616,26.843789764297387 75.7432541152299
26.993766472427417 75.76635089800484,,,,26.93642968280076 75.72701863503616,26.847049983805483 75.82146917959304
26.788601579423155 75.8782828527134,,,,26.892914307958886 75.70002750652843,27.000664577072612 75.78223572489945
26.85647402296377 75.847776153464,,,,26.78686314700315 75.85151589730431,26.82460370845503 75.8518284056752
26.921693934482263 75.75013661026045,,,,26.879672276726115 75.91282781282452,26.93859092957036 75.79104058980606
26.809544724381485 75.8250962076556,,,,26.922659308495312 75.7224300705768,26.947839673911396 75.82462201234834
26.86632788226454 75.79746559124303,,,,26.89037988574457 75.689082922884,26.950987305580483 75.83380717765029
26.93514741682963 75.71730825291476,,,,26.869704420464405 75.71976826277374,26.935335642703873 75.75997336907187
26.828927449928226 75.85837826227524,,,,26.866516413928245 75.82020090593748,26.872803899285184 75.69874570586703
26.83411753295444 75.86500440714195,,,,26.939825117142448 75.69480068141314,26.95467894228475 75.84397738199065
26.970853378068192 75.75305890721935,,,,26.93467088596292 75.70717558061068,26.84318961444177 75.77252832841161
26.81364375583953 75.7735445005412,,,,26.831968417257283 75.86177090127705,26.758468277020484 75.85004129963893
26.795410826516676 75.86165277454566,,,,26.897539555375698 75.72322162383307,26.908023354803873 75.8132171078874
26.996360419593064 75.7542629767539,,,,26.980897745473275 75.814498291771,26.918290316593758 75.7520915584207
26.843086735127677 75.89537817197694,,,,26.891133403382042 75.84671202233662,26.916433513308696 75.80526887140942
26.79386872841593 75.80158986260028,,,,26.869726780568996 75.86544181655042,26.838830173763764 75.75636790452967
26.96901007592467 75.72446886401332,,,,26.94431688741619 75.72570887977628,26.967614585258335 75.84429427981037
26.805829504355994 75.77440884599652,,,,26.96535054576812 75.82001881120198,26.86211769496684 75.7620104569442
26.81287417864348 75.78016022339098,,,,26.792489912034238 75.80078500192676,26.910672167711716 75.72707868891621
26.91493382336534 75.6616325672421,,,,26.9979202604511 75.75198658709496,26.884011134583247 75.74127798577126
26.934798462352607 75.87566257032513,,,,26.956216761896435 75.78923981424617,26.906281021495996 75.7440354267348
26.84460643998752 75.75128316243168,,,,26.924282456796114 75.81440542710645,26.975371759425038 75.77574212572168
26.983816799589814 75.8041392229264,,,,26.82074086686127 75.8438029983866,26.80018594367171 75.88178104584892
26.85771592796764 75.8978672124204,,,,26.98083701975285 75.80237676082812,26.942431701709904 75.68881793508069
26.89075742982208 75.80361643582327,,,,26.99734393051795 75.74765614654461,26.88502235884494 75.81488959226299
26.844765940784338 75.75045326502801,,,,26.778158917451588 75.85173083179208,26.95232222414385 75.82091988763459
26.87733089798139 75.73284315087182,,,,26.94434093369017 75.80975454738278,26.88498640603984 75.88734233018982
26.858640447900108 75.85221167335378,,,,26.95876432348407 75.82711464052872,26.878503503738408 75.71357093548264
26.83240805347075 75.74418282838906,,,,26.952108166543326 75.69844876395312,26.936403126765942 75.85003922798933
26.87475282537994 75.77499591225425,,,,26.915926924782845 75.80369542446924,26.82222478089196 75.87744401213271
26.96277564309924 75.73216172026297,,,,26.883159373955507 75.73099715568823,26.877051564502235 75.82794285351866
26.88165818041909 75.9318716403923,,,,26.926179607479813 75.6579242040629,26.813961927275493 75.80362667884522
26.930558524586974 75.72405204762417,,,,26.89249733454766 75.92674533588674,26.84902970598441 75.90484792484864
26.854787274075946 75.82973383993533,,,,26.927037198048502 75.65978118297842,26.795528040624934 75.81299957896542
26.926698760488787 75.80543546214183,,,,26.981395778876518 75.78073623840194,26.893911358755922 75.85115058197863
26.92037936416593 75.6807692327074,,,,26.985352989348918 75.74028066135389,26.856430388539795 75.75497326163516
26.856835970789028 75.90295471462257,,,,26.87018792216763 75.922726872123,26.913186588791216 75.80266769655212
26.84294462716173 75.78373385830189,,,,26.864256114904702 75.88909607178378,26.896793289486297 75.84503885958907
26.857368762048058 75.72897262184514,,,,26.900047846861007 75.79783773886417,26.907657006032252 75.78202802004218
26.904276342137866 75.68564940387932,,,,26.903914961865627 75.90896419599616,26.980226338256212 75.76772111650514
26.85924396400276 75.80563661424036,,,,26.928797962856468 75.70464286361015,26.944177070103375 75.77409345988258
26.833647324310533 75.81801687501154,,,,26.83139247234269 75.77018853599128,26.870153727603892 75.86863175557185
26.89936541024707 75.68436566814628,,,,26.84378582249401 75.84033773717016,26.934281598500977 75.70953353478968
26.907760353763162 75.6653451206881,,,,26.89777553972646 75.8536691426748,26.921303871492217 75.81447509560358
26.912460747968808 75.74618436671054,,,,26.921523497211997 75.78513383275414,26.88633124023183 75.74609464451109
26.890997239526826 75.76878835647545,,,,26.915739991558286 75.79495328619838,26.943359698138842 75.77887139827799
26.884031183638974 75.82590265870878,,,,26.774536961201864 75.8378410974209,26.839563878519296 75.75791967937248
26.82723077289952 75.80783944998049,,,,26.87203405275869 75.70069627608925,26.829678828192876 75.76879766281604
26.857053375605272 75.90795563900595,,,,26.82003109347693 75.85576854582004,26.804621684449227 75.82142620916937
26.81812953572054 75.85657058751704,,,,26.9167908003827 75.72265459721274,26.836484357590205 75.80496011251726
26.95508523867419 75.82099185701847,,,,26.85183179158095 75.83140386244447,26.778422447707996 75.82324544419077
26.857943191837418 75.72662310596051,,,,26.892328283248876 75.83494440985052,26.91479158148506 75.90846265816077
26.90456479052333 75.83912763789664,,,,26.85301158389869 75.7188195488326,26.94594014799563 75.71807950476406
26.798318549069908 75.8146941493923,,,,27.003125752286156 75.80166700430176,26.899494005183904 75.71714235761675
26.97410866042611 75.7729026503832,,,,26.97730186892337 75.79170571844107,27.00698420585946 75.77239977097715
26.967933771055094 75.81798348034715,,,,26.8723342095643 75.84174153977199,26.87376652537034 75.89288539225889
26.963969295251935 75.70576364527012,,,,26.776211950801514 75.8384971914534,26.86453857631355 75.76476282302266
26.808604194911428 75.83266847058124,,,,26.785010239010965 75.84122949658541,26.98434440329183 75.80284571595865
26.92105169198376 75.80527665163993,,,,26.928063028707232 75.7762535828862,26.957053049776988 75.79278389825836
26.760620204725903 75.85645556339031,,,,26.939077604471574 75.78695158534406,26.892719569527355 75.90081515911412
26.896768828563847 75.67186857370608,,,,26.86210871547587 75.93130239113695,26.979230093863467 75.8091490604856
26.824125041824097 75.84398894422503,,,,26.969070507039344 75.82477392300035,26.813340772823576 75.78292799890104
26.96075482574826 75.73487329220849,,,,26.906742137719885 75.86522859180778,26.927228924865435 75.71968485889879
26.986980022320598 75.78408447507911,,,,26.83728779990665 75.85815398092764,26.9559567142506 75.75050932638322
26.905830622567866 75.90982624012132,,,,26.969641129076706 75.74944687463481,26.825726475958795 75.82236550962327
26.815837031405973 75.83881102556913,,,,26.790059675147617 75.82097608373479,26.95054991965854 75.80950058661084
26.755488779976233 75.84276726560323,,,,26.870227616745794 75.91098527634648,26.894114715446754 75.9139661318916
26.968590979002936 75.73433566320065,,,,26.778488831159525 75.80029951081009,26.9019057023932 75.68817966923089
26.832415065179177 75.86593805424637,,,,26.914498962989907 75.89574441677402,26.840543880604326 75.89105316715013
26.869332001412563 75.74799337914882,,,,26.843879574191597 75.87001378249651,26.777919529698877 75.86286384679146
26.896454423360517 75.72400088191289,,,,26.968296171248024 75.8449736666176,26.828299802151207 75.87912522150842
26.90453624018367 75.80012287159093,,,,26.807580776287022 75.78758442032189,26.876559859752298 75.72441926586892
26.965138854438635 75.76719788677332,,,,26.8400898178342 75.85084780302647,26.839062403029306 75.90862271716261
26.859935158224033 75.72730042740363,,,,26.84752800139628 75.82208622219014,26.885853633273822 75.8499550761463
26.894612823180783 75.81303916530348,,,,26.976596941319922 75.80406747117883,26.805628810093236 75.78356725873934
26.891610156706843 75.85089124039652,,,,26.95454409875008 75.7533623704862,26.952170224361833 75.76138462398849
26.832193897393065 75.7873245402319,,,,26.918774826641517 75.77615116050794,26.962516300983225 75.82051287638163
26.931502784849 75.81795682625656,,,,26.96486154253907 75.80543771170959,26.92221039806936 75.64949728778521
26.912895589923963 75.88207846895833,,,,26.85141856304312 75.89565943020625,26.900592367004514 75.83245863664155
26.93858860305233 75.7632487052786,,,,26.890453840437036 75.93102536228413,26.858908126794702 75.77496893474289
26.94850855063555 75.8301005177362,,,,26.867767973707608 75.78210075384648,26.846443657790115 75.8175309557698
26.959377513467555 75.83760238760121,,,,26.938591948531496 75.68096325855768,26.910881711318353 75.87592379169277
26.900258357587965 75.7584594918091,,,,27.011418060634956 75.76012857063962,26.87458345327447 75.90885300564449
26.747437279348052 75.848557429651,,,,26.927437319065856 75.83382482570438,26.92151105153167 75.86472802644553
26.852450979063146 75.83760813466259,,,,26.860816489606858 75.86176098105479,26.865410587761982 75.73820888458427
26.891077000919466 75.69900896884369,,,,26.927269364320424 75.72168973103763,26.823899104205786 75.77279459094274
26.870496240895942 75.70398849895432,,,,26.86326636556173 75.71682044583432,26.855972877656967 75.73767606117022
26.868958532556295 75.78789052124459,,,,26.963712141023336 75.75791788749395,26.836561403636864 75.74072990111246
26.905250002822715 75.89501024875722,,,,26.952206309221584 75.82056405147324,26.793083690603325 75.88181044540795
27.007210725738144 75.77407940530944,,,,26.90603406628631 75.6829708265858,26.900752877304026 75.79439161324322
26.885132638206255 75.68298013040226,,,,26.96850843310577 75.72181849785122,26.87842485600348 75.88197537193388
26.969628916414614 75.79080355109228,,,,26.84938251201286 75.74999582111614,26.932692027630974 75.83464066172634
26.882995720674124 75.9240776381855,,,,26.92243083340368 75.70620463227284,26.861209572629413 75.76756171943107
26.924972804224613 75.73142802702272,,,,26.86640961879249 75.72097447707777,26.839151940728005 75.90327114068307
26.909844571892098 75.91020407446636,,,,26.943476542610522 75.71252441155451,26.890288861257453 75.84727904319111
26.849359572010634 75.90271063225353,,,,26.894643967522367 75.78485872969557,26.872602464967287 75.77636877245713
26.89028476379551 75.79279401897792,,,,26.936576040638077 75.70531060613924,26.8320637176233 75.76834720491756
26.81653702774917 75.86747526562618,,,,26.96004060113719 75.79802808957676,26.891048307346136 75.8573375226299
26.924184696956065 75.87265408808311,,,,26.845977791941166 75.9048608602222,26.903201483978197 75.65421018303411
26.894984381365767 75.72073549748401,,,,26.83157077397728 75.87057995438018,26.84335097629144 75.87479129671514
26.786330248511177 75.80713266480355,,,,26.898579415243805 75.90457640764379,26.98052702579897 75.7289534300536
26.877705749220304 75.71142991007072,,,,26.850021745598653 75.91642950204617,26.916968482923245 75.73451793826536
26.94564062012379 75.80986164928157,,,,26.90850875755535 75.8861753084593,26.845397333458198 75.83582311619169
26.929527123864546 75.82524882332311,,,,26.87920157047275 75.8985269606017,26.9408176864373 75.76021868261249
26.797268396316998 75.8556089276299,,,,26.82903776568034 75.75792938447348,26.922683705408794 75.85412464352385
26.86711310723532 75.72737059270806,,,,26.85083821015715 75.84377990550598,26.87931972005776 75.70191227414097
26.911303831257584 75.8627415347782,,,,26.863320173051584 75.74347874384544,26.8536025668377 75.84641174991786
26.898063266470167 75.88620244703563,,,,26.85227654423441 75.76822627356023,26.887900394781678 75.92083978435049
26.938611178130845 75.76917385574578,,,,26.91447856911656 75.81298461320202,26.851262165356296 75.88510329049316
26.847465444836253 75.81441345594732,,,,26.864279685044377 75.8533334023391,26.96956508106348 75.81434111811448
26.892978351300457 75.77514333709937,,,,26.78143757099129 75.85728302724534,26.851258375957087 75.81192095148197
26.94140246439569 75.81091198416789,,,,26.831841868705798 75.85227271339562,26.986772475486276 75.79929444779353
26.96502015499199 75.74719552095999,,,,26.821395928757397 75.8150355174904,26.865115859128572 75.7011710312151
26.793584054523002 75.79365032168988,,,,26.89513307741839 75.66266266507833,26.962175407480753 75.79313710247
26.984766271416998 75.76228136966492,,,,26.862764815722937 75.8723540255949,26.88316716039458 75.80711263964753
26.974861225805377 75.81848842549401,,,,27.006185248191844 75.78443060610488,26.89213462775661 75.76638760235956
26.806003344796505 75.78561056662237,,,,26.832774917029045 75.87708157031354,26.81428777467986 75.87767709206521
26.89821213028427 75.69969559254262,,,,26.909492098411608 75.677441644038,26.86576205319485 75.71910944353851
26.930427824065376 75.69065492918027,,,,26.87869575115424 75.80386717176094,26.842502921814464 75.89412318891493
26.888214239730925 75.69830604766382,,,,26.83212533475747 75.80722807291215,26.814485201802974 75.87186438072189
26.74732565553543 75.83810902556282,,,,26.837627189193295 75.8475876663074,26.940535567862675 75.7315679640253
26.928303663362485 75.8011034929276,,,,26.867231162149178 75.84478666987481,26.779000115173385 75.82854492592024
26.888841339889165 75.94198062131989,,,,26.839816419205068 75.78215412563539,26.91457948219439 75.71491844556067
26.821597722847347 75.79363767469562,,,,26.848742472443337 75.918684040711,26.817263890481787 75.78961907405188
26.908938157494457 75.78696180043055,,,,26.86293597650331 75.81505429176812,26.915721683752377 75.80635105577697
26.808679740307092 75.83972681738602,,,,26.909170412507414 75.91108003811753,26.844778365257262 75.83118485331651
27.010594444649914 75.7813696416538,,,,26.992228771181352 75.78732557191509,26.928116675110513 75.78741109166585
26.89422424084751 75.69131564012935,,,,26.97462994435658 75.83354869934838,26.86761668543106 75.8286061321318
26.936575411443975 75.71310361960683,,,,26.919570581513756 75.7655640419027,26.872533340541764 75.71480796877267
26.889251375923163 75.82591119940514,,,,26.877734075281296 75.89799339995923,26.834523370227345 75.77605007724296
26.893785505613373 75.93048370515379,,,,26.864941321702933 75.80121342959332,26.833053627198364 75.88019133324327
26.87155574981219 75.7681412952685,,,,27.0146060346002 75.779945337539,26.891482163254178 75.72318619897162
26.903018246865173 75.72345278156588,,,,26.929558222672735 75.85797261588543,26.9215889253629 75.87349640450451
26.920714695906845 75.78392639198124,,,,26.99116141382322 75.7891895324183,26.813441783598456 75.8862084078809
26.805941707205037 75.81389061493344,,,,26.820657730905026 75.80961389381261,26.809556691403277 75.86462550828922
26.832472533137537 75.77190113952722,,,,26.847792128221634 75.78231736544141,26.934141731523344 75.69806391380203
26.84155773892821 75.81766036757496,,,,26.814151722220185 75.8150430215773,26.918326861162466 75.81902761308847
26.904367977511363 75.67032253841485,,,,26.757788780900913 75.84852675508911,26.840155123452774 75.7721049064202
26.823794628543403 75.77538362364339,,,,26.896071249902782 75.67936647541342,26.828102888455486 75.85984618880795
27.007580641875073 75.78941496454628,,,,26.92823521187398 75.881247396803,26.826961717550308 75.75297986665076
26.953753425441704 75.76802820524244,,,,26.857425016714814 75.77945297501876,26.859284805512832 75.73381707415072
26.855732239797195 75.9132428486247,,,,26.856045852611008 75.89559152912426,26.96106056034356 75.71769157058928
26.894619563696263 75.82629207655809,,,,26.834844268510523 75.84167946858604,26.988679681757983 75.74774040849407
26.90717239834901 75.81608594393316,,,,26.896093212495586 75.66712048586997,26.868198464687936 75.77778507231154
26.84565400371074 75.86263546675694,,,,26.877526014976304 75.8036182264256,26.850936266707592 75.77328309848617
26.962431771538764 75.82530968204172,,,,26.758673131369246 75.8464607835827,26.87283152492009 75.74489499117804
26.851606359287036 75.85781124346143,,,,26.86543737689056 75.77606480992127,26.824888526395718 75.85077501275536
26.90377885800496 75.90501878360537,,,,26.89608927655341 75.89902043376767,26.819218323973747 75.78727100103862
26.923430314253636 75.77969738289377,,,,26.961954852490926 75.76307098213375,26.908093974164796 75.75750393314485
26.786976321168176 75.79402121531704,,,,26.958687315955235 75.72310964334669,26.868182809946042 75.91486774026178
26.879729424465953 75.78494612206084,,,,26.937427908165827 75.81740937021812,26.84860700361545 75.75297314424107
26.893756030013417 75.91849874434519,,,,26.92050329375473 75.73124171756837,26.894213543416047 75.8238789556154
26.859992788050118 75.90148518512338,,,,26.95528332886101 75.86011775500462,26.97798441785832 75.71898949562744
26.932989179275555 75.84274153445888,,,,26.97714806750728 75.72126689252993,26.881208121630177 75.7726784497855
26.904330245872544 75.68442019516988,,,,26.91987498958369 75.78394366473078,26.908436622912195 75.8758357863885
26.978153481870567 75.73348572950687,,,,26.82282900001221 75.85246311295174,26.851902692615884 75.91743138965921
26.814406125038133 75.80206713145284,,,,26.924219433437372 75.88278114485972,26.841078367365164 75.82537629700776
26.878824359134995 75.82098965950806,,,,26.852854977065046 75.75340829372605,26.961426102849686 75.82118911443239
26.990497084600356 75.80008207586928,,,,26.816881906782616 75.87734808972863,26.909023337993897 75.74279006199113
