Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
26.972154296252466 75.8269888055708,,,26.87299908683011 75.79413717110394,,
26.92953562270264 75.69670643614943,,,26.944233474332414 75.87383267974377,,
26.83293903900815 75.80269212842273,,,26.942205009751913 75.67857311466764,,
26.87344452743174 75.81628586190811,,,26.9503428170645 75.84453217921453,,
26.91192962764923 75.84847221233339,,,26.936900262539616 75.7829241801671,,
26.88524441670123 75.84058613507449,,,26.955171314139577 75.82371757122479,,
26.767822442579874 75.8291567577835,,,26.85035088049723 75.82065269889989,,
26.889837223169064 75.85374036839168,,,26.954577310546043 75.76107547380091,,
26.820391839408792 75.80873644149906,,,26.805376854833796 75.79263481912132,,
26.890372468834485 75.87749814532526,,,26.770260661150065 75.84738474192372,,
26.8577070397075 75.89269908810219,,,26.87872733809165 75.74288964539176,,
26.888637501058685 75.9405897778885,,,26.840406883817305 75.84103865942274,,
26.861273639598092 75.8415635923303,,,26.801364137071275 75.84617664122833,,
26.792835635388712 75.83240456261932,,,26.8290123717314 75.87055755058219,,
26.911073335157145 75.88269175114641,,,26.90640138225283 75.89821675483815,,
26.843462862290142 75.88784235755845,,,26.99319077529841 75.76858192306054,,
26.9321446486349 75.66216711228923,,,26.98874024792098 75.79574632064866,,
26.76830787059739 75.84161501199407,,,26.868847491322786 75.86426581023723,,
26.930924252571646 75.67850318551955,,,27.01903726580758 75.78444935729334,,
26.949828909734038 75.78060311202604,,,26.919926567766087 75.64803927615802,,
26.826009670349666 75.79345769612799,,,26.868171362897996 75.90704275765582,,
26.782254155159674 75.87354223354797,,,26.888729352118254 75.86749830699337,,
26.997473382392318 75.7873154238291,,,26.980337798243305 75.74039028314928,,
26.927605516805933 75.69539747663536,,,26.838670580541805 75.7646585837267,,
26.92147983496089 75.74112919824456,,,26.839513924451033 75.7539490881762,,
26.916510256958464 75.87833579563947,,,26.83282818181056 75.81417094467768,,
26.841905744121668 75.81510991258163,,,26.90709215052468 75.70714267691677,,
26.91608541587786 75.83413120564865,,,26.794661241136826 75.7914697062498,,
26.911215526347945 75.90564056824152,,,26.851635388806617 75.83954338113331,,
26.85277222606469 75.77711743528678,,,26.9049652118001 75.88902913924345,,
26.838700832607813 75.90224220226322,,,26.89944149461483 75.80723055979985,,
26.782976018545952 75.8635268802197,,,26.865604841299024 75.70171727006606,,
26.935110995419098 75.80109433730753,,,26.903477796026575 75.67038729949414,,
26.905616749947278 75.75636156390294,,,26.775567883747836 75.83459272164254,,
26.88632317559349 75.7665653126816,,,26.88862849018979 75.78676810746762,,
26.943926421380542 75.75093504770875,,,26.90688278089612 75.68856309368756,,
26.883811519523917 75.82030320350778,,,26.895041103203763 75.93370162792775,,
26.982303260465915 75.76056318143382,,,26.922760707256355 75.75617625391371,,
26.874831122100982 75.80440477324747,,,26.815775461349407 75.85551396907807,,
26.921507382812585 75.71474180917822,,,26.883040588636042 75.87640997483118,,
26.918097553065753 75.80953575721635,,,26.83916061107533 75.83108645223717,,
26.951061949056488 75.77747557913615,,,26.96765706828068 75.73820685578484,,
26.804789286328088 75.8510673709427,,,26.868492888462047 75.7354047734365,,
26.933170212395567 75.69708724494447,,,26.908434459581695 75.8468486519057,,
26.924621478606166 75.67505555666591,,,26.85718258803855 75.72894770845271,,
26.777906836005787 75.85049854723205,,,26.90415943506451 75.66198148337652,,
26.879608656927452 75.77225645679816,,,26.861248959981957 75.88887175899309,,
26.82840755781438 75.83646063060105,,,26.90723096902256 75.83076118165145,,
26.994294417229323 75.76829806887908,,,26.89140081638373 75.85410552893973,,
26.923322180602554 75.75408906582199,,,26.852988404966162 75.75613971008555,,
26.963104601927384 75.78382614852262,,,26.813662410517466 75.88119076296853,,
26.805382098546996 75.83341180504586,,,26.91107125507218 75.9082586104356,,
26.991677479745025 75.79082294610494,,,26.947118398833872 75.704391604666,,
26.903951716726393 75.8093559549209,,,26.968829433548507 75.70753950347672,,
26.838663073392706 75.79986702444884,,,26.841391129418746 75.89697496737098,,
26.885263218576934 75.80764227022063,,,26.853245746594467 75.86651092231544,,
26.886575428152472 75.83652219847423,,,26.969899120843102 75.79996872724298,,
26.954576713805626 75.74250136437377,,,26.88777533663192 75.88416821391316,,
26.854092894288335 75.87951015562639,,,26.760713700219323 75.84704917811848,,
26.897188359855612 75.83811591872798,,,26.925144375665333 75.85600208401259,,
26.958972981714123 75.69932503910962,,,26.850348642879368 75.72266904020645,,
26.84470244708983 75.80427327079703,,,26.875907778710513 75.85191799606882,,
26.900160261128757 75.83673606981093,,,26.970951809974608 75.72329790709284,,
26.85500283672173 75.89918366782254,,,26.775441436287046 75.86684899826238,,
26.787563043763498 75.86140200823225,,,26.898465716493597 75.70986587498847,,
26.843643877247526 75.9184771563079,,,26.77317961976918 75.86897074272315,,
27.001350997989512 75.76508743699246,,,26.832563541257137 75.8820530899345,,
26.876864184946378 75.69783869292961,,,26.920648162562937 75.83432362320146,,
26.831627780402755 75.77671682757018,,,26.860116163640537 75.92998534419019,,
26.978782968553165 75.74090069403857,,,26.91153487681276 75.76274280743212,,
26.879874431456823 75.7554376089599,,,26.8841339535858 75.77311115928495,,
26.840221469418314 75.77519365848188,,,26.82347614801224 75.84965335567173,,
26.991916651250584 75.7607521357702,,,26.812223343448668 75.89667157041659,,
26.794931093247538 75.87008366179285,,,26.887124522203575 75.9274789602974,,
26.932164073380356 75.75579676853626,,,26.83347772508991 75.81379142842991,,
26.837469393205147 75.91228832561005,,,26.885351648476156 75.9281659310256,,
26.848541960340327 75.86256445325319,,,26.88859649711196 75.6814007269835,,
26.919723688070835 75.79814145423015,,,26.846209619417486 75.80554170287944,,
26.99087287749641 75.73664197001192,,,26.96662635338057 75.79119962338108,,
26.76187302564781 75.8317611881998,,,26.83496204734477 75.87250971371603,,
26.776936598030503 75.81508789898953,,,26.9173677008669 75.64459103874329,,
26.98483329846997 75.8186468634756,,,26.8034518945211 75.81522457311858,,
26.958892826405062 75.74675433198621,,,26.99163949339146 75.79785607110713,,
27.00380066131554 75.75481606942516,,,26.890602136005363 75.70507732322211,,
26.783809774166386 75.83709163231373,,,26.96239156949539 75.74919790255149,,
26.88639261597984 75.88578628805435,,,26.855407945635047 75.92183831785044,,
26.799805853538647 75.78738710432305,,,26.866193134071015 75.89818595765543,,
26.881659032297385 75.85690607237268,,,26.885600738454873 75.82693059737642,,
26.823689648190985 75.8205535476703,,,26.86251372575919 75.8033694327812,,
26.84466755197489 75.8590816681714,,,26.8976360249283 75.86675036466411,,
26.885085897613653 75.90510302301968,,,26.936565560249555 75.83055663318434,,
26.86966366627733 75.77389602742441,,,26.926551073000944 75.68194436064785,,
26.884449023857194 75.87522970326854,,,26.86742453419232 75.87717894963285,,
26.9293497660647 75.85611217654115,,,26.889583966971426 75.87349437274433,,
26.946906254683118 75.7003768750418,,,26.89606672828915 75.90947999267033,,
26.902952843563522 75.70237895308638,,,26.931180214469205 75.78392762548583,,
26.77305419687601 75.8511567386503,,,26.990420006884065 75.77479456348705,,
26.94699600453862 75.73667729825887,,,26.783749448332728 75.80344609875839,,
27.014731441617975 75.77761343996451,,,26.943810221987636 75.86453218915763,,
26.838513912969894 75.89844910174948,,,26.970227474791443 75.80707090464601,,
26.87041648942679 75.82100658389541,,,26.89377110462039 75.77623744822014,,
26.828050068696903 75.81919244881064,,,26.998290270841533 75.79653327348085,,
26.86785828268262 75.75282243214575,,,26.97909046522893 75.74128462148803,,
26.868090409541136 75.76583476169343,,,26.834248362318828 75.7690481659936,,
26.857852375622322 75.89202815588511,,,26.825756386649225 75.83027324747508,,
26.833555318257435 75.8507477682725,,,26.8855549231207 75.79184005798473,,
26.910966746146382 75.6690318611966,,,26.92539567721609 75.8523577981795,,
26.821839006388792 75.78989944208763,,,26.782177731023285 75.85754477408896,,
26.92249066361105 75.86005866823506,,,26.884177529156283 75.85357204021973,,
26.976753391232684 75.76010989948229,,,26.924927084495028 75.79252132935751,,
26.836985315646714 75.8829553820744,,,26.93147666135776 75.78819134730122,,
26.790837525281066 75.86998372310084,,,26.953229403272452 75.76033809325666,,
26.905745501885825 75.90815410954595,,,26.84676528234327 75.86710124123138,,
26.86556134618232 75.75239528693074,,,26.868268089785925 75.8283488355079,,
26.91886330406961 75.72008878133923,,,26.828278388409345 75.90319556313929,,
26.895610328383608 75.9209502902525,,,26.96615819718441 75.81789912880366,,
26.84499346152626 75.83377482718019,,,26.854927011923106 75.77479280288098,,
26.829212702162362 75.80999361045352,,,26.934299752283337 75.79567005279705,,
26.926833088100917 75.76898202871868,,,27.004793957640004 75.75238590108542,,
26.983462216110368 75.75689835959248,,,26.875905292506737 75.78930730886279,,
26.902919486481636 75.86280340578558,,,26.897409536572805 75.69169789951499,,
26.997185772364244 75.76188312223157,,,26.848455232279452 75.90249473277859,,
26.893909697702597 75.9139847479055,,,26.998730204955095 75.7515047081531,,
26.948737579931127 75.82530442389346,,,26.91657351580203 75.6431175590929,,
26.863917333224265 75.84758499298417,,,26.860589490130767 75.81061988411648,,
26.868739121891604 75.73722710028578,,,26.805171785170177 75.77353013415393,,
26.920591627937995 75.69928355381091,,,26.915460280977893 75.78385445639266,,
26.88282147693471 75.84021826589685,,,26.935322357750188 75.8535655507623,,
26.789902358327456 75.84482988281259,,,26.992929136542045 75.74608325000295,,
26.879138514498155 75.84445610521432,,,26.88284821079349 75.89765438522748,,
26.85757638902234 75.70902936960279,,,26.849600110817164 75.77106370492365,,
26.86478393066967 75.85986211209482,,,26.98281019027998 75.77263581695374,,
26.909271996747965 75.80165339393182,,,26.987812186894125 75.79518096680633,,
26.90628994923173 75.70208456800137,,,26.91490583932909 75.71450348576958,,
26.98652942423167 75.81340261506668,,,26.82898629868586 75.74032476748256,,
26.88725238971292 75.84981203713436,,,26.902947438783066 75.68546957094078,,
26.811999762809343 75.79272294079185,,,26.876492673783222 75.79476601593271,,
26.92724331578061 75.83367356008168,,,26.92703217068607 75.79917765140718,,
26.879756183464288 75.90186812770669,,,26.766041969649518 75.81557357492369,,
26.93988811083783 75.75472202438922,,,26.86236097585116 75.70110671890342,,
26.859066237128417 75.89211731134735,,,26.90986576475229 75.67206338762507,,
26.955038784175784 75.7329939822984,,,26.937509232522764 75.86094015949539,,
26.830134964505735 75.80893506307962,,,26.930187138785165 75.85376136307411,,
26.883038220025707 75.76766667874817,,,26.881301528784924 75.84885042622963,,
26.86067892559709 75.7878272654863,,,26.937772365976187 75.8124044523182,,
26.842680687355077 75.75803874427787,,,26.889795242580846 75.76855461252599,,
26.837091700142818 75.8088253743555,,,26.846977026829762 75.80559728316345,,
26.79543917278177 75.85244162835531,,,26.83153564062002 75.87269698201649,,
27.0075234836479 75.79359051164866,,,26.857285244594195 75.79273785945485,,
26.94314885364721 75.67591190324453,,,27.00550639478801 75.78027853574613,,
26.949981454116706 75.86644750776217,,,26.90518661480282 75.71161795734503,,
26.781993392895135 75.841511780877,,,26.96649838411863 75.80387002219098,,
26.870227709427176 75.918447484584,,,26.96457522546161 75.81878619924717,,
26.91611295513651 75.69417869322767,,,26.744251554366038 75.84849448893438,,
26.848723128269693 75.86015248759158,,,27.00575899090283 75.77194518567427,,
26.963377904836687 75.84297401659303,,,26.833339073256898 75.75957706727826,,
26.96520968197655 75.8323135269441,,,26.99481007752364 75.77841835161783,,
26.922590937393366 75.71491948651787,,,26.925585652013975 75.68144909887592,,
26.94039941197794 75.86832653783686,,,26.925725188208183 75.80332406287847,,
26.92224944320443 75.73245702530957,,,26.915455671208413 75.87546360158561,,
26.888248824876413 75.84122610277828,,,26.82637853072235 75.81666197748645,,
26.96627954738828 75.77016933949945,,,26.828471810759893 75.80970019995563,,
26.98203676239104 75.78584012598843,,,27.001156236425608 75.7664976670707,,
26.84724370311666 75.85270476675814,,,26.901125344618176 75.7813634211954,,
26.88216230944778 75.74988096174576,,,26.889662156783512 75.81454203431929,,
26.83602930283134 75.76736088459269,,,26.912941459898686 75.72575818114794,,
26.83551456907584 75.8757946167285,,,26.87908020333122 75.71540982957828,,
26.944170186105623 75.76359800922407,,,26.824225613543188 75.89559974668435,,
26.798122173708755 75.84381814626158,,,26.947416496691176 75.81315352079409,,
26.9857057900118 75.80186268999486,,,26.78130841241684 75.86765466809831,,
26.904151584354064 75.6654973844268,,,26.91969704154951 75.6668980271261,,
26.935813330306598 75.86794379870766,,,26.90652188138912 75.82739664014831,,
26.9149518944641 75.7838232678483,,,26.803065836192445 75.87397959038785,,
26.864048633969983 75.80270433890995,,,26.961422939058732 75.83326829464903,,
26.884075360634885 75.90953412491966,,,26.951886604477114 75.71561433177602,,
26.88094108335003 75.83103395746966,,,26.948988613462614 75.69083283935854,,
26.837580070210286 75.88535827751804,,,26.82657700308728 75.86791406003573,,
26.80453503557569 75.79402852766978,,,26.913282258067046 75.77158062220822,,
26.917315959080533 75.77594809928908,,,26.99569499602304 75.77706201796518,,
26.937392799603202 75.88112626272546,,,26.95183413412596 75.86299234486714,,
27.0059405891266 75.77392884876764,,,26.886124622508767 75.68337496404216,,
26.815539078974933 75.86692813067152,,,26.948409227523026 75.79376372457699,,
26.99891698190844 75.77564671098519,,,27.015561449689578 75.78577902081648,,
26.903107288745307 75.72776034613896,,,26.90409818421182 75.8867388169346,,
26.928933900140088 75.76398309356911,,,26.86093636589717 75.8822556406934,,
26.88791204786972 75.90863957080134,,,26.957602518603426 75.72921600613762,,
26.831029109429394 75.79092250526023,,,26.877630482542155 75.68357109167054,,
26.87527222552515 75.90665148661715,,,26.938138719562733 75.67160959624269,,
26.965354665524348 75.83001291464203,,,26.951486337271607 75.84764797281981,,
26.98567872062253 75.82265532820985,,,26.82555771836245 75.83001481323184,,
26.911084489110912 75.69234318244526,,,26.947491711875156 75.83289910459716,,
26.84325402047656 75.90863841916823,,,26.953558119102407 75.84235730258374,,
26.77299970634884 75.82947597120867,,,26.87287353852368 75.70286794494422,,
26.85990462773572 75.82661056515991,,,26.809936427986184 75.79645735479184,,
26.88466527525627 75.91445591658888,,,26.913938794764533 75.65127884416857,,
27.01692275318059 75.77425792107307,,,26.88672781272215 75.80142391223289,,
26.84104897106076 75.89124167427832,,,26.910876300178714 75.80208264991359,,
26.954846117590062 75.82891888234509,,,26.882495829013784 75.88886965135598,,
26.893635279198374 75.80570669696172,,,26.935486600794768 75.66949691660194,,
26.9860657666059 75.80480118006278,,,26.893904197166968 75.8310557506132,,
26.81123456329275 75.88181215070223,,,26.81228474433427 75.83836391783336,,
26.85543593606328 75.84616917320439,,,26.92967165743168 75.73377285498064,,
26.904486547764993 75.73929851846131,,,26.920586626730326 75.66619981543285,,
26.873988340506884 75.74473050878831,,,26.86024921044129 75.78747071937345,,
26.85573252159366 75.80166445934873,,,26.889656279658663 75.69116118907041,,
26.841035868368248 75.84685857120864,,,26.8425338349846 75.84089715151083,,
26.84817326160711 75.72802914754,,,26.810617381888004 75.82274762855562,,
26.859190561388306 75.89342506225469,,,26.898172787628017 75.7408040638135,,
26.85274086676433 75.88905168841734,,,26.942528065114917 75.83166522755297,,
26.867950909761806 75.87803922024347,,,26.90811958582766 75.911809013934,,
26.945496732649172 75.84914209677089,,,26.92546567168177 75.81230984901737,,
26.895987998361345 75.91806698243619,,,26.874879352999052 75.72599136659989,,
26.80011484639494 75.83086651186241,,,26.959670838846062 75.74044930070056,,
26.889298008888648 75.70129450739313,,,26.8881415334307 75.81481697012781,,
26.834611558873267 75.83824813905106,,,26.87407397878065 75.90437249359208,,
26.94364392711777 75.86942599424893,,,26.938031765965015 75.78949699571997,,
26.887707803321206 75.70490109356733,,,26.905385729756745 75.79661151238773,,
26.942549159713028 75.76425432553405,,,26.871242212421706 75.7882552070206,,
26.95252811601784 75.84983939747111,,,26.94633151054876 75.71452373457346,,
26.902063293997518 75.78942455797109,,,26.955754243338507 75.77055611146048,,
26.9703908362145 75.74672504374296,,,26.97072963176404 75.73124349410851,,
26.85928516610217 75.81124123740186,,,26.9853651011425 75.7820632317493,,
26.889332754123085 75.84639340462198,,,26.847506386096594 75.77678036464795,,
26.936572764976777 75.74849080493172,,,26.904666854516076 75.8836593029214,,
26.98993153888325 75.78813310034701,,,26.902740430535264 75.79891525416917,,
26.79329133838451 75.82091191722621,,,26.894887969425174 75.91960225240221,,
26.965726154017847 75.83396809169876,,,26.819921138403643 75.88511815111005,,
26.995916452362074 75.78053109777909,,,26.935247249507878 75.77798495392828,,
26.90954756775107 75.7789645936697,,,26.89502077488263 75.76385066988153,,
26.845646885917958 75.89160885744029,,,26.909250486416177 75.68384630254691,,
26.87615967176845 75.80599258198922,,,26.869999203120248 75.77293706005938,,
26.869381757507416 75.85260736852705,,,26.964844732468762 75.83976218410407,,
26.854961191106504 75.7518453907322,,,26.947394558031124 75.80686105112403,,
26.82934148334127 75.86479516500572,,,26.953288014767374 75.76122795162472,,
26.777913866913597 75.85532446132986,,,26.856049415620458 75.78351167074722,,
26.905508553186905 75.65172735591207,,,26.980147145035133 75.80509833546625,,
26.84291612856056 75.72491918834606,,,26.893577293815778 75.86406150430689,,
26.84237867528322 75.76243072857518,,,26.849514705225374 75.86906996125501,,
26.86167366699976 75.91918250291856,,,26.898198217283753 75.7381406428809,,
26.90696674202467 75.71270200214371,,,26.814562279048094 75.84849811377659,,
26.96290771566455 75.70240267442212,,,26.896057562839694 75.84482907568741,,
26.868567641908108 75.8263268044386,,,26.85680961158534 75.90087110873728,,
26.996036179347517 75.79521644376385,,,26.782077779404965 75.86886931357084,,
26.89017398614665 75.70675701331636,,,26.87172070603299 75.70292757853774,,
26.994100472796735 75.7505776358132,,,26.862604628326892 75.85754866371195,,
26.879051219960452 75.79186494367745,,,26.91733930621006 75.7219007411135,,
26.893032021790034 75.68173301744524,,,26.9281255350472 75.82628413166375,,
26.89776033651366 75.80568896425501,,,26.91524990449587 75.81508962756025,,
26.88504671188702 75.90528358304127,,,26.978947116052836 75.81516105914416,,
26.865338315289765 75.71923580527773,,,26.91093633671161 75.91178347383183,,
26.791689960150872 75.86942854769414,,,26.917891651850272 75.90313688676319,,
26.899611648812964 75.82052124753932,,,26.825535740940165 75.77805703451503,,
26.777994885860952 75.82610116335385,,,26.882434664320726 75.7357563850118,,
26.878029389614767 75.72584738052673,,,26.939094353968482 75.83236620203667,,
26.859769505186073 75.73848940661523,,,26.79585672743188 75.80362818533129,,
26.968534381065997 75.74919866750422,,,26.83622370524894 75.7887709691835,,
26.945281539148297 75.83382722238714,,,26.91383799560336 75.69433799774598,,
26.86720090206118 75.83014413527478,,,26.899827252707777 75.79395599221463,,
26.914836285643347 75.64553108571286,,,26.903081121850523 75.76579861424658,,
26.88729031310693 75.74687425012347,,,26.933240864383695 75.74982367487591,,
26.8155888803868 75.79623486796689,,,26.78413818607422 75.83585451131542,,
26.88963785269192 75.76402684341421,,,26.941611941779634 75.69550183678501,,
26.779460628548932 75.80745494402066,,,26.972204699880574 75.83066299842062,,
26.760988804345292 75.83994157328415,,,26.842206762013078 75.75059970469431,,
26.829862013029416 75.90256932921177,,,26.89654079504902 75.8547128512781,,
26.852509007816217 75.83220924189594,,,26.968423809555595 75.8035960757345,,
26.931131671712524 75.66143433883727,,,26.893779717699072 75.8783113367959,,
26.929795481581387 75.76308945937367,,,26.899781483153216 75.80196907266307,,
26.90328128894294 75.75450159120341,,,26.880637894316273 75.71434685919243,,
26.89231726092948 75.6745935643237,,,26.9789054818777 75.80286025661441,,
26.963847652692312 75.78492051286231,,,26.908236325955063 75.76230271175291,,
26.820569645844888 75.82976854789962,,,26.79310775674295 75.87260364425491,,
26.96074166570128 75.7410669809384,,,26.84951768011464 75.80971088383032,,
26.84521134492448 75.76590217691813,,,26.909994456127816 75.74042957246445,,
26.876667725537818 75.87355900061199,,,26.863519691328097 75.73631824503208,,
26.904980120335537 75.78280221131529,,,26.83227172425788 75.81818011441,,
26.95404955397448 75.71845422673215,,,26.905839051733388 75.82390245142622,,
26.913617482198404 75.71844277369816,,,26.924039261648407 75.81305456149529,,
26.89252866162245 75.7141464401664,,,26.937120392933952 75.87558959752046,,
26.931329796391758 75.86255221583524,,,26.88771165595163 75.8849027514823,,
26.88819257691074 75.78642253533866,,,26.921144969695472 75.8652568812465,,
26.81380017841159 75.86630382582277,,,26.938567676228338 75.81567871212047,,
26.90815527973624 75.84400219853873,,,26.92347967102619 75.76598201044504,,
26.85811128558629 75.81924668702523,,,26.820046288494662 75.81076208453572,,
26.880448386571718 75.80065260924562,,,26.83528847531722 75.75867862471365,,
26.816083542210944 75.78018680124613,,,26.778716323934415 75.80859274864721,,
26.92612815268656 75.88222936732606,,,26.887862184915328 75.79352198894078,,
26.91742656135327 75.6568046634751,,,26.831401313119972 75.7585667832303,,
26.919468983605018 75.6687763439874,,,26.95610743726653 75.84417456361133,,
26.855329440688646 75.88443942874984,,,26.888833242668085 75.75883424465749,,
26.87828019835195 75.71503667806823,,,26.802463396214176 75.88120281911567,,
26.89469434041033 75.89316187196334,,,26.90659563576774 75.6928666489415,,
26.81252105942175 75.8246797731243,,,26.952570979516235 75.83695586215899,,
26.90883146239449 75.72731625711981,,,26.959332241520062 75.77199853320883,,
26.910491707825113 75.7565572848557,,,26.909994642014425 75.87867802766138,,
26.984202185344586 75.80753075677373,,,26.889905778274656 75.93993189024401,,
26.986386586350676 75.76986987820943,,,26.820229820577428 75.81510564744889,,
26.931479995891777 75.86736299018969,,,26.905598773974578 75.75732835027786,,
26.986950515814765 75.77816807491746,,,26.911233838761724 75.76970087094546,,
26.970959807793367 75.82512003574786,,,26.87963507057127 75.80590475315921,,
26.9061771329755 75.82705609527487,,,26.937666845179518 75.81830337055567,,
26.889164322892523 75.73407333270829,,,26.885086181109468 75.89286382758024,,
26.981817671635305 75.78902172877007,,,26.938579844999165 75.69080706951942,,
26.81582582443723 75.88638053895531,,,26.855532014276037 75.84689126232097,,
26.89650304652396 75.710948666175,,,26.938345407072237 75.79145408552901,,
26.981557761520158 75.7932247173107,,,26.863634792656352 75.83306247359361,,
26.82437109656577 75.82178904135573,,,26.892543333077004 75.67457565683443,,
26.78438858392053 75.83896383403433,,,26.941294336975208 75.83441223501204,,
26.860102371476916 75.73797077409486,,,26.86209555283174 75.8513581786386,,
26.985009885722253 75.74098743948801,,,26.792746013412607 75.84133489839584,,
26.882583487838602 75.70300103912251,,,26.872769016620957 75.92572290334263,,
26.824227954634054 75.8413846889268,,,26.844975193383654 75.75813970306035,,
26.99030562398973 75.81121859770664,,,26.907826005360896 75.84774094391575,,
26.90285622819831 75.6925097464656,,,26.869123801438725 75.83858999686291,,
26.91892477355577 75.89754906234913,,,26.995854480392367 75.78221393441817,,
27.01008861983875 75.79231737140685,,,26.956690051480724 75.78465532342318,,
26.85511416985902 75.88214598205276,,,26.935780327449276 75.66721636079556,,
26.955836350858608 75.72319593174434,,,26.994109238105466 75.74480043354663,,
26.8660359279855 75.81988657981486,,,26.840370440915954 75.77821838389593,,
26.9284687953581 75.81656614095232,,,26.91913359631808 75.83176015507092,,
26.78809804052633 75.79040114756398,,,26.9322257251993 75.8266033327242,,
26.90866433870607 75.76294081575324,,,26.95550920459395 75.83256996990988,,
26.960294404498036 75.82159126959051,,,26.889788591259233 75.81715998628304,,
26.84535481325657 75.90997297673393,,,26.878930872437817 75.9236924178263,,
26.932644677194777 75.66591662155199,,,26.89610919109846 75.86102063165221,,
26.908245504515648 75.66071305559427,,,26.878116865089147 75.90390560563714,,
26.885771521205918 75.69018792748572,,,26.9808058948396 75.79367856918155,,
26.95488899759545 75.7141338706703,,,26.948629185353496 75.75857941213366,,
26.863252657654925 75.71597910096635,,,26.931034029797203 75.7530875673403,,
26.904050500509427 75.86373764096443,,,26.853644977611474 75.77166076831539,,
26.93136147426891 75.69834984295868,,,26.90192094108288 75.87035886587884,,
26.917371445630888 75.74290689562142,,,26.928101577882313 75.67664185113777,,
26.90229366392173 75.77789290849485,,,26.874354497901056 75.84182677798606,,
26.824190772270146 75.82858480288257,,,26.892692824838647 75.8408431002034,,
26.775151848763034 75.81934721704334,,,26.768140774182218 75.84404882977825,,
26.929040786493253 75.72165482179103,,,26.93776212767306 75.78623182532033,,
26.948594355559216 75.75956912082995,,,26.9730829799756 75.7663795912223,,
26.911093921862903 75.69536898457639,,,26.905343900195568 75.82839106166776,,
26.81188199721681 75.82267367972973,,,26.768534320803596 75.82164911501785,,
26.7620301860902 75.84945192343335,,,26.808371132804513 75.769173309249,,
26.785404019943382 75.85834378947602,,,26.768080055840883 75.82297017794477,,
26.89579810543045 75.74854424620891,,,26.934095829684903 75.88448856941375,,
26.894558533913376 75.83356892701572,,,26.96786833787391 75.84125004125818,,
26.850204218014202 75.77033682516996,,,26.957058155524788 75.7668666511353,,
26.957712518866497 75.80357581300913,,,26.80992384720848 75.87229521109242,,
26.916345167277793 75.74494033434726,,,26.960158182488126 75.71081977928694,,
26.87701547695071 75.8229962255006,,,26.852649426477 75.76950970476253,,
27.01432323334003 75.76421183189879,,,26.801162913305365 75.87814904779378,,
26.937953275861986 75.69833686629974,,,26.869035797641853 75.74023853825221,,
26.830236401959315 75.85947424431929,,,26.914462064513526 75.9058458272296,,
26.90278735435276 75.87425776553646,,,26.83970314583575 75.81936695233018,,
26.8707807174331 75.69959751112553,,,26.860345462667354 75.84189524697891,,
26.97250406134394 75.83407107310622,,,26.9546052841413 75.81050041073611,,
26.841637559143106 75.77456953575795,,,26.81788816822656 75.83340254046517,,
26.862983345650164 75.93284564178941,,,26.984374219408597 75.81506883814741,,
26.938982112632683 75.81471669644587,,,26.870390273765157 75.88827325206137,,
26.87954242706457 75.93518156212961,,,26.88871074840928 75.89930022444997,,
26.93890479292388 75.7630442103168,,,26.951865847067243 75.69925397414116,,
26.928300331300704 75.71317724231753,,,26.895426312172894 75.84373434758689,,
26.986064049285684 75.79360276572562,,,26.770550959883796 75.82983517502305,,
26.929947013487475 75.68480793986424,,,26.909184044038604 75.88365049177645,,
26.869410430844475 75.84143018829367,,,26.987871040621794 75.81416870931069,,
26.897698514935076 75.81312319544129,,,26.898884042294387 75.86103541948319,,
26.894383941344508 75.75962268231082,,,26.750521965157866 75.84686407858024,,
26.876217216851227 75.7338674534515,,,27.01321783595214 75.78456840245543,,
26.868271064658245 75.75647384586574,,,26.92519324082147 75.86580560390489,,
26.96541653329541 75.73851608265379,,,26.99120874705473 75.74047147314619,,
26.915179758977967 75.83516244868605,,,26.844894039601755 75.8184916443944,,
26.90063441800464 75.75379675480288,,,26.83088097569206 75.80488426447991,,
26.93815901826399 75.80331108048527,,,26.93968551840061 75.76971160556174,,
26.786037669426403 75.81844180919866,,,26.971305039706735 75.80586903107039,,
26.855226821340548 75.91962731316336,,,26.924876671087382 75.77825306571054,,
26.914820327824025 75.82451890722392,,,26.822068906947067 75.8228619792009,,
26.840174816988327 75.78252416267496,,,26.760849557843617 75.85764318814223,,
26.890118517321714 75.83696704286302,,,26.99841771735456 75.79323264822824,,
26.83032662913924 75.86690792550434,,,26.79733653812051 75.82185325654287,,
26.86513475946685 75.75088332952083,,,26.766791352013723 75.8523118870156,,
26.832925397919368 75.87914161828667,,,26.870318229623216 75.69223522490479,,
26.782041586594275 75.83949776335461,,,26.968208784024 75.72288411696067,,
26.870733768943722 75.89224702252908,,,26.914550705455053 75.90091433685599,,
26.830309980386772 75.79920602727279,,,26.825762877562397 75.84782107471773,,
26.81575397653064 75.85722500413908,,,26.81416819643556 75.83938094404319,,
26.901227522765204 75.79538257322956,,,26.886265093708623 75.69658764408227,,
26.825620753612064 75.77414376950077,,,26.917165291472475 75.82332229532487,,
26.988044686551387 75.73107751913827,,,26.824154564880608 75.81647411227738,,
26.866639170609403 75.78249204452962,,,26.82318575256129 75.78079656831181,,
26.793354895888402 75.84154532536566,,,26.924814238926984 75.7224060593511,,
